name,scn_name,bus,carrier,p_set
74742 CH4_for_industry,eGon2035,74742,CH4_for_industry,0.0
74742 rural_gas_boiler,eGon2035,74742,rural_gas_boiler,0.0
74743 CH4_for_industry,eGon2035,74743,CH4_for_industry,0.0
74743 rural_gas_boiler,eGon2035,74743,rural_gas_boiler,0.0
74744 CH4_for_industry,eGon2035,74744,CH4_for_industry,0.0
74744 rural_gas_boiler,eGon2035,74744,rural_gas_boiler,0.0
74745 CH4_for_industry,eGon2035,74745,CH4_for_industry,0.0
74745 rural_gas_boiler,eGon2035,74745,rural_gas_boiler,0.0
74746 CH4_for_industry,eGon2035,74746,CH4_for_industry,0.0
74746 rural_gas_boiler,eGon2035,74746,rural_gas_boiler,0.0
74747 CH4_for_industry,eGon2035,74747,CH4_for_industry,0.0
74747 rural_gas_boiler,eGon2035,74747,rural_gas_boiler,0.0
74748 CH4_for_industry,eGon2035,74748,CH4_for_industry,0.0
74748 rural_gas_boiler,eGon2035,74748,rural_gas_boiler,0.0
74749 CH4_for_industry,eGon2035,74749,CH4_for_industry,0.0
74749 rural_gas_boiler,eGon2035,74749,rural_gas_boiler,0.0
74750 CH4_for_industry,eGon2035,74750,CH4_for_industry,0.0
74750 rural_gas_boiler,eGon2035,74750,rural_gas_boiler,0.0
74751 CH4_for_industry,eGon2035,74751,CH4_for_industry,0.0
74751 rural_gas_boiler,eGon2035,74751,rural_gas_boiler,0.0
74752 CH4_for_industry,eGon2035,74752,CH4_for_industry,0.0
74752 rural_gas_boiler,eGon2035,74752,rural_gas_boiler,0.0
74753 CH4_for_industry,eGon2035,74753,CH4_for_industry,0.0
74753 rural_gas_boiler,eGon2035,74753,rural_gas_boiler,0.0
74754 CH4_for_industry,eGon2035,74754,CH4_for_industry,0.0
74754 rural_gas_boiler,eGon2035,74754,rural_gas_boiler,0.0
74755 CH4_for_industry,eGon2035,74755,CH4_for_industry,0.0
74755 rural_gas_boiler,eGon2035,74755,rural_gas_boiler,0.0
74756 CH4_for_industry,eGon2035,74756,CH4_for_industry,0.0
74756 rural_gas_boiler,eGon2035,74756,rural_gas_boiler,0.0
74757 CH4_for_industry,eGon2035,74757,CH4_for_industry,0.0
74757 rural_gas_boiler,eGon2035,74757,rural_gas_boiler,0.0
74758 CH4_for_industry,eGon2035,74758,CH4_for_industry,0.0
74758 rural_gas_boiler,eGon2035,74758,rural_gas_boiler,0.0
74759 CH4_for_industry,eGon2035,74759,CH4_for_industry,0.0
74759 rural_gas_boiler,eGon2035,74759,rural_gas_boiler,0.0
74760 CH4_for_industry,eGon2035,74760,CH4_for_industry,0.0
74760 rural_gas_boiler,eGon2035,74760,rural_gas_boiler,0.0
74761 CH4_for_industry,eGon2035,74761,CH4_for_industry,0.0
74761 rural_gas_boiler,eGon2035,74761,rural_gas_boiler,0.0
