,43784
708,0.9621878132739234
709,0.9491551422083888
710,0.9662669214783529
711,0.9565193189825955
712,0.9682092087780347
713,0.9505817946563399
714,0.9552415248146904
715,0.9650669235030557
716,0.9609439457770889
717,-458494642782157.0
718,0.9748366394659377
719,0.9715013392259937
720,0.9587284343954438
721,-1.426645603407489e+17
722,-1243084581212224.5
723,-756533125902.032
724,-589151014475943.8
725,0.9712515462057293
726,0.9638428469599433
727,-1.4923667386422026e+18
728,-72110918894061.1
729,-5.361089111455686e+16
730,0.9720920586652683
731,0.9732682738793862
732,-13960747396878.107
733,-137079349939021.39
734,0.9457668745739586
735,0.9763073773198157
736,0.9600559634467747
737,0.9726686246831141
738,0.9685505813603112
739,-1.211289225004852e+16
740,-45326760683292.89
741,-39952475427493.45
742,0.966436620062502
743,0.9609378048384661
744,0.9641874306607594
745,0.9635370186386304
746,0.9471257898921634
747,0.9525117202234135
748,-780449433434155.8
749,-9.04788452455318e+16
750,-1.45513321477986e+16
751,-1.3020888341899949e+17
752,-1.3399884909344717e+18
753,0.9663177306765108
754,0.9559586802552139
755,0.9682065195144351
756,0.9552552429108723
757,0.9359851338382302
758,-8201082504828058.0
759,-6446964826968366.0
760,-7.497441938771103e+17
761,-7542990307409595.0
762,-3371850367228.4243
763,-2.66580810786015e+16
764,-3.794383211145066e+16
765,0.9314450044045651
766,0.9515713685509082
767,0.9519136466425039
768,-1.6164749118224566e+17
769,-3.915308339022263e+16
770,-6.317721065733144e+16
771,-54297140709675.36
772,-6306339690852435.0
773,-42256436501710.63
774,-1.9745971075282736e+17
775,-1609089948503641.2
776,-7076146054859354.0
777,-53914133809231.78
778,-3.0881544001496584e+16
779,-5465918314781229.0
780,-1.6296837328066926e+16
781,-3.150499725812557e+16
782,-1.231501897271327e+17
783,-1120441247401478.5
784,0.9356344281822512
785,0.9615732325428613
786,0.969031760105873
787,0.9605433487210377
788,0.9577107465651579
789,0.9625450649130518
790,0.9535955303254358
791,0.9635954506996356
792,0.9552085849085942
793,0.9480606911494441
794,0.9567725727180693
795,-185391293288563.3
796,0.9637991714818054
797,0.9696502509988872
798,0.9545935429616944
799,0.9659916156286447
800,0.960829363040742
801,-26292787.041836746
802,0.9709428197843817
803,0.9675109219572936
804,0.9624472946600742
805,0.9637696603674484
806,0.9655687097759236
807,0.9607232470705518
808,0.9554090983731194
809,0.9331148398353281
810,0.9434115566706167
811,0.9542791800170694
812,0.9657566655482884
813,0.9646704515379875
814,0.9440535875397036
815,0.9665456554224487
816,0.946174635362152
817,0.9556685339140941
818,0.965978694511128
819,0.9505489667281105
820,0.9674116098613802
821,0.9561674803693848
822,0.9676758544129669
823,0.9627269852146711
824,0.9548096096751602
825,0.9532180249242969
826,0.9548813300757438
827,0.959613180243509
828,0.9652660718347914
829,0.9625085965519435
830,0.9610012538345724
831,0.9619966404575345
832,0.9679093611133678
833,0.95092379407843
834,0.9655413133530585
835,0.9607016052432878
836,0.9656768919009806
837,0.9653737996369905
838,0.961203181668999
839,0.9692719862516758
840,0.926882906369494
841,0.9524952357242945
842,0.9619888706268191
843,0.9556084014081951
844,0.9484794266014475
845,0.9438970417478834
846,0.9640706274047555
847,0.9583233310507261
848,-1007724136.282469
849,0.9644481950450873
850,0.9416221223843179
851,-8.64751553272767e+17
852,-5460963187093078.0
853,-2.877509303177353e+17
854,-1.082108518503211e+16
855,0.9658123534933258
856,0.9514947633889113
857,0.9649839761290623
858,0.9638201507337579
859,0.9637428437020312
860,0.9739141017899264
861,0.970110409990558
862,0.9707873703785624
863,0.971275238368617
864,0.9673953907700159
865,0.9580463537112739
866,0.9643472493234653
867,0.965253251166088
868,0.9569261952731152
869,0.9453345347770484
870,0.96819779756963
871,0.9518855854104972
872,0.9669806999664469
873,-927065225159866.5
874,0.9738579773176503
875,-110.55097309740728
