,snapshot,objective,stores,generators
665,2011-10-05 02:00:00,10,10,10
666,2011-10-05 12:00:00,10,10,10
667,2011-10-05 22:00:00,10,10,10
668,2011-10-06 08:00:00,10,10,10
669,2011-10-06 18:00:00,10,10,10
670,2011-10-07 04:00:00,10,10,10
671,2011-10-07 14:00:00,10,10,10
672,2011-10-08 00:00:00,10,10,10
673,2011-10-08 10:00:00,10,10,10
674,2011-10-08 20:00:00,10,10,10
675,2011-10-09 06:00:00,10,10,10
676,2011-10-09 16:00:00,10,10,10
677,2011-10-10 02:00:00,10,10,10
678,2011-10-10 12:00:00,10,10,10
679,2011-10-10 22:00:00,10,10,10
680,2011-10-11 08:00:00,10,10,10
681,2011-10-11 18:00:00,10,10,10
682,2011-10-12 04:00:00,10,10,10
683,2011-10-12 14:00:00,10,10,10
684,2011-10-13 00:00:00,10,10,10
685,2011-10-13 10:00:00,10,10,10
686,2011-10-13 20:00:00,10,10,10
687,2011-10-14 06:00:00,10,10,10
688,2011-10-14 16:00:00,10,10,10
689,2011-10-15 02:00:00,10,10,10
690,2011-10-15 12:00:00,10,10,10
691,2011-10-15 22:00:00,10,10,10
692,2011-10-16 08:00:00,10,10,10
693,2011-10-16 18:00:00,10,10,10
694,2011-10-17 04:00:00,10,10,10
695,2011-10-17 14:00:00,10,10,10
696,2011-10-18 00:00:00,10,10,10
697,2011-10-18 10:00:00,10,10,10
698,2011-10-18 20:00:00,10,10,10
699,2011-10-19 06:00:00,10,10,10
700,2011-10-19 16:00:00,10,10,10
701,2011-10-20 02:00:00,10,10,10
702,2011-10-20 12:00:00,10,10,10
703,2011-10-20 22:00:00,10,10,10
704,2011-10-21 08:00:00,10,10,10
705,2011-10-21 18:00:00,10,10,10
706,2011-10-22 04:00:00,10,10,10
707,2011-10-22 14:00:00,10,10,10
708,2011-10-23 00:00:00,10,10,10
709,2011-10-23 10:00:00,10,10,10
710,2011-10-23 20:00:00,10,10,10
711,2011-10-24 06:00:00,10,10,10
712,2011-10-24 16:00:00,10,10,10
713,2011-10-25 02:00:00,10,10,10
714,2011-10-25 12:00:00,10,10,10
715,2011-10-25 22:00:00,10,10,10
716,2011-10-26 08:00:00,10,10,10
717,2011-10-26 18:00:00,10,10,10
718,2011-10-27 04:00:00,10,10,10
719,2011-10-27 14:00:00,10,10,10
720,2011-10-28 00:00:00,10,10,10
721,2011-10-28 10:00:00,10,10,10
722,2011-10-28 20:00:00,10,10,10
723,2011-10-29 06:00:00,10,10,10
724,2011-10-29 16:00:00,10,10,10
725,2011-10-30 02:00:00,10,10,10
726,2011-10-30 12:00:00,10,10,10
727,2011-10-30 22:00:00,10,10,10
728,2011-10-31 08:00:00,10,10,10
729,2011-10-31 18:00:00,10,10,10
730,2011-11-01 04:00:00,10,10,10
731,2011-11-01 14:00:00,10,10,10
732,2011-11-02 00:00:00,10,10,10
733,2011-11-02 10:00:00,10,10,10
734,2011-11-02 20:00:00,10,10,10
735,2011-11-03 06:00:00,10,10,10
736,2011-11-03 16:00:00,10,10,10
737,2011-11-04 02:00:00,10,10,10
738,2011-11-04 12:00:00,10,10,10
739,2011-11-04 22:00:00,10,10,10
740,2011-11-05 08:00:00,10,10,10
741,2011-11-05 18:00:00,10,10,10
742,2011-11-06 04:00:00,10,10,10
743,2011-11-06 14:00:00,10,10,10
744,2011-11-07 00:00:00,10,10,10
745,2011-11-07 10:00:00,10,10,10
746,2011-11-07 20:00:00,10,10,10
747,2011-11-08 06:00:00,10,10,10
748,2011-11-08 16:00:00,10,10,10
749,2011-11-09 02:00:00,10,10,10
750,2011-11-09 12:00:00,10,10,10
751,2011-11-09 22:00:00,10,10,10
752,2011-11-10 08:00:00,10,10,10
753,2011-11-10 18:00:00,10,10,10
754,2011-11-11 04:00:00,10,10,10
755,2011-11-11 14:00:00,10,10,10
756,2011-11-12 00:00:00,10,10,10
757,2011-11-12 10:00:00,10,10,10
758,2011-11-12 20:00:00,10,10,10
759,2011-11-13 06:00:00,10,10,10
760,2011-11-13 16:00:00,10,10,10
761,2011-11-14 02:00:00,10,10,10
762,2011-11-14 12:00:00,10,10,10
763,2011-11-14 22:00:00,10,10,10
764,2011-11-15 08:00:00,10,10,10
765,2011-11-15 18:00:00,10,10,10
766,2011-11-16 04:00:00,10,10,10
767,2011-11-16 14:00:00,10,10,10
768,2011-11-17 00:00:00,10,10,10
769,2011-11-17 10:00:00,10,10,10
770,2011-11-17 20:00:00,10,10,10
771,2011-11-18 06:00:00,10,10,10
772,2011-11-18 16:00:00,10,10,10
773,2011-11-19 02:00:00,10,10,10
774,2011-11-19 12:00:00,10,10,10
775,2011-11-19 22:00:00,10,10,10
776,2011-11-20 08:00:00,10,10,10
777,2011-11-20 18:00:00,10,10,10
778,2011-11-21 04:00:00,10,10,10
779,2011-11-21 14:00:00,10,10,10
780,2011-11-22 00:00:00,10,10,10
781,2011-11-22 10:00:00,10,10,10
782,2011-11-22 20:00:00,10,10,10
783,2011-11-23 06:00:00,10,10,10
784,2011-11-23 16:00:00,10,10,10
785,2011-11-24 02:00:00,10,10,10
786,2011-11-24 12:00:00,10,10,10
787,2011-11-24 22:00:00,10,10,10
788,2011-11-25 08:00:00,10,10,10
789,2011-11-25 18:00:00,10,10,10
790,2011-11-26 04:00:00,10,10,10
791,2011-11-26 14:00:00,10,10,10
792,2011-11-27 00:00:00,10,10,10
793,2011-11-27 10:00:00,10,10,10
794,2011-11-27 20:00:00,10,10,10
795,2011-11-28 06:00:00,10,10,10
796,2011-11-28 16:00:00,10,10,10
797,2011-11-29 02:00:00,10,10,10
798,2011-11-29 12:00:00,10,10,10
799,2011-11-29 22:00:00,10,10,10
800,2011-11-30 08:00:00,10,10,10
801,2011-11-30 18:00:00,10,10,10
802,2011-12-01 04:00:00,10,10,10
803,2011-12-01 14:00:00,10,10,10
804,2011-12-02 00:00:00,10,10,10
805,2011-12-02 10:00:00,10,10,10
806,2011-12-02 20:00:00,10,10,10
807,2011-12-03 06:00:00,10,10,10
808,2011-12-03 16:00:00,10,10,10
809,2011-12-04 02:00:00,10,10,10
810,2011-12-04 12:00:00,10,10,10
811,2011-12-04 22:00:00,10,10,10
812,2011-12-05 08:00:00,10,10,10
813,2011-12-05 18:00:00,10,10,10
814,2011-12-06 04:00:00,10,10,10
815,2011-12-06 14:00:00,10,10,10
816,2011-12-07 00:00:00,10,10,10
817,2011-12-07 10:00:00,10,10,10
818,2011-12-07 20:00:00,10,10,10
819,2011-12-08 06:00:00,10,10,10
820,2011-12-08 16:00:00,10,10,10
821,2011-12-09 02:00:00,10,10,10
822,2011-12-09 12:00:00,10,10,10
823,2011-12-09 22:00:00,10,10,10
824,2011-12-10 08:00:00,10,10,10
825,2011-12-10 18:00:00,10,10,10
826,2011-12-11 04:00:00,10,10,10
827,2011-12-11 14:00:00,10,10,10
828,2011-12-12 00:00:00,10,10,10
829,2011-12-12 10:00:00,10,10,10
830,2011-12-12 20:00:00,10,10,10
831,2011-12-13 06:00:00,10,10,10
832,2011-12-13 16:00:00,10,10,10
833,2011-12-14 02:00:00,10,10,10
834,2011-12-14 12:00:00,10,10,10
835,2011-12-14 22:00:00,10,10,10
836,2011-12-15 08:00:00,10,10,10
837,2011-12-15 18:00:00,10,10,10
838,2011-12-16 04:00:00,10,10,10
839,2011-12-16 14:00:00,10,10,10
840,2011-12-17 00:00:00,10,10,10
841,2011-12-17 10:00:00,10,10,10
842,2011-12-17 20:00:00,10,10,10
843,2011-12-18 06:00:00,10,10,10
844,2011-12-18 16:00:00,10,10,10
845,2011-12-19 02:00:00,10,10,10
846,2011-12-19 12:00:00,10,10,10
847,2011-12-19 22:00:00,10,10,10
848,2011-12-20 08:00:00,10,10,10
849,2011-12-20 18:00:00,10,10,10
850,2011-12-21 04:00:00,10,10,10
851,2011-12-21 14:00:00,10,10,10
852,2011-12-22 00:00:00,10,10,10
853,2011-12-22 10:00:00,10,10,10
854,2011-12-22 20:00:00,10,10,10
855,2011-12-23 06:00:00,10,10,10
856,2011-12-23 16:00:00,10,10,10
857,2011-12-24 02:00:00,10,10,10
858,2011-12-24 12:00:00,10,10,10
859,2011-12-24 22:00:00,10,10,10
860,2011-12-25 08:00:00,10,10,10
861,2011-12-25 18:00:00,10,10,10
862,2011-12-26 04:00:00,10,10,10
863,2011-12-26 14:00:00,10,10,10
864,2011-12-27 00:00:00,10,10,10
865,2011-12-27 10:00:00,10,10,10
866,2011-12-27 20:00:00,10,10,10
867,2011-12-28 06:00:00,10,10,10
868,2011-12-28 16:00:00,10,10,10
869,2011-12-29 02:00:00,10,10,10
870,2011-12-29 12:00:00,10,10,10
871,2011-12-29 22:00:00,10,10,10
872,2011-12-30 08:00:00,10,10,10
873,2011-12-30 18:00:00,10,10,10
874,2011-12-31 04:00:00,10,10,10
875,2011-12-31 14:00:00,10,10,10
