AC ID,Heat ID,Distance to Heat [km],Point Heat
33658,49541,20.196,POINT (1115587.469797651 6079172.177217664)
33659,49630,11.395,POINT (1267205.9910035657 6118579.431671959)
33662,49537,4.512,POINT (1213098.449272992 6076022.664835095)
33663,49759,11.721,POINT (1209851.371943212 6178324.779409446)
33664,51695,9.686,POINT (1344912.6133086018 6951528.720295199)
33666,51385,38.722,POINT (735921.2156836613 6758657.073986549)
33667,50791,2.751,POINT (1429537.6138421928 6589737.675126116)
33669,51424,1.642,POINT (799408.7742451461 6785434.849409872)
33670,51395,8.651,POINT (810132.6294703358 6769277.2559620915)
33671,51369,2.928,POINT (1307597.401680018 6761715.218662553)
33672,50037,2.151,POINT (1009468.7955000676 6268462.342606168)
33680,50718,1.129,POINT (1292057.7399619224 6567616.302529427)
33682,50639,15.868,POINT (1320500.6165491496 6532326.278412814)
33684,50629,11.067,POINT (1295343.8086666174 6525499.532888151)
33685,50700,10.843,POINT (1333891.8997155577 6560440.883203782)
33693,51222,0.484,POINT (1202687.7858188876 6706401.010138601)
33698,50003,4.032,POINT (1018543.8709459383 6261153.237227651)
33700,49675,1.523,POINT (1004778.2743675743 6142183.238893992)
33701,49493,0.76,POINT (905217.7001369002 6038806.24543977)
33703,49503,3.091,POINT (1055093.9518127241 6050096.0878874725)
33704,49571,0.838,POINT (1031843.6569589623 6093425.514172306)
33705,50811,4.728,POINT (1291134.6097540113 6606000.068198623)
33707,49667,1.903,POINT (1417455.2847344305 6135123.420175069)
33709,50203,2.811,POINT (818016.6772400578 6340111.269393751)
33710,49780,1.631,POINT (952733.6614956439 6183311.561249108)
33713,50180,17.681,POINT (966733.1358296928 6343004.37753366)
33714,49996,4.092,POINT (1061602.9215786606 6255470.592673378)
33715,50417,1.295,POINT (1140379.8995570028 6443385.653749013)
33716,50423,2.089,POINT (1174583.0967092053 6444471.063743246)
33717,51269,24.995,POINT (880660.7313488778 6721850.801995133)
33720,50584,4.97,POINT (1326853.9664446872 6501390.282385209)
33722,49486,0.424,POINT (1141224.5445204584 6039389.258429107)
33724,50675,2.119,POINT (997414.9942634149 6549392.056493571)
33725,49901,10.637,POINT (1413794.044772088 6221602.184940848)
33726,49681,22.666,POINT (1099866.5581742544 6144563.515791292)
33728,51160,4.955,POINT (1595835.9051016243 6676127.781855841)
33729,49531,1.018,POINT (1218081.0776482348 6070466.690920626)
33731,51069,22.973,POINT (1607991.799509277 6653940.537932028)
33732,51000,0.888,POINT (1548746.292239457 6640699.006500069)
33733,49646,2.252,POINT (886345.9248915168 6122584.804130978)
33734,50250,5.316,POINT (792354.7142019224 6358204.197726095)
33737,51444,4.736,POINT (1250280.6475991267 6806365.480573236)
33738,50214,0.785,POINT (768432.0544502614 6343838.052167332)
33742,51513,1.06,POINT (1629714.341914352 6826407.389942007)
33743,50741,23.777,POINT (1031093.2936472641 6577436.930639281)
33745,50075,4.839,POINT (1009072.5733346221 6288154.365032279)
33746,49757,0.847,POINT (1159880.399367849 6178259.292444209)
33749,50143,4.034,POINT (1077650.4428856922 6318141.313031447)
33751,50136,6.949,POINT (1043246.5013427698 6324875.567398967)
33752,49768,2.47,POINT (995291.0463759669 6217479.494016155)
33753,50878,5.641,POINT (1240852.5116801634 6616010.178838765)
33759,50160,7.455,POINT (1201461.7283829907 6330482.384614343)
33760,50152,1.621,POINT (1017690.2497139656 6327405.878562733)
33761,51469,1.972,POINT (1108053.6454685263 6828160.645264979)
33762,51270,1.733,POINT (1629454.8654720534 6710364.67720497)
33763,49962,2.992,POINT (1127210.1599057796 6243067.476733941)
33764,49971,2.034,POINT (1123522.8770235959 6247892.661119674)
33766,49846,2.738,POINT (1141193.8255589274 6210855.037841377)
33767,51140,1.839,POINT (821687.3058966335 6680876.191114035)
33769,51054,3.078,POINT (1667222.6427731786 6647943.255757361)
33770,50277,3.935,POINT (1054216.2591800387 6378578.88126221)
33773,50741,2.03,POINT (1031093.2936472641 6577436.930639281)
33775,51361,4.536,POINT (1331393.2065494428 6754565.865512804)
33777,50140,13.588,POINT (968362.4946818684 6325297.737865178)
33779,50556,3.164,POINT (1034344.140704679 6490403.857526213)
33781,50350,2.025,POINT (738966.3608138431 6403338.171447006)
33784,51089,2.059,POINT (722048.2861357424 6661313.6705156695)
33785,51913,3.287,POINT (1059165.2060132353 7158145.107858617)
33787,50839,0.468,POINT (1483585.595423733 6599030.028280754)
33790,50556,15.38,POINT (1034344.140704679 6490403.857526213)
33791,50656,2.611,POINT (1079286.0652554503 6544194.984571271)
33792,50656,13.484,POINT (1079286.0652554503 6544194.984571271)
33793,50181,1.662,POINT (1017051.8834792216 6337997.042706495)
33794,49789,6.246,POINT (884556.6607947213 6185812.5335490415)
33796,50900,4.877,POINT (1552030.845017955 6613971.783972469)
33797,50594,1.364,POINT (858705.0013736942 6504248.0456909835)
33798,50373,12.946,POINT (982976.2200106955 6423873.840729131)
33799,50900,12.32,POINT (1552030.845017955 6613971.783972469)
33800,51068,2.216,POINT (722140.8129418296 6656042.06742034)
33802,50615,2.425,POINT (896088.0324777715 6516161.741945909)
33803,50602,9.688,POINT (897869.5373448919 6511713.123240659)
33804,50357,5.76,POINT (961829.7977317342 6414089.106742541)
33807,49745,8.9,POINT (869380.2934514253 6166915.991708894)
33808,50666,1.778,POINT (945881.6037425704 6545027.31097861)
33809,50666,9.482,POINT (945881.6037425704 6545027.31097861)
33810,50617,11.701,POINT (898322.8557709358 6517556.207916649)
33811,50669,3.322,POINT (974380.1712898626 6547069.29445655)
33814,50732,5.012,POINT (922923.0311851433 6575149.645297532)
33817,51083,1.222,POINT (1527541.1332350755 6659361.775432102)
33819,50242,9.256,POINT (1084921.4793236987 6360687.81102228)
33820,50838,11.503,POINT (1064836.2465405394 6606545.9220939195)
33823,50041,7.816,POINT (1017961.6307812078 6270091.036534105)
33824,50041,12.106,POINT (1017961.6307812078 6270091.036534105)
33825,50370,17.608,POINT (799309.9359669448 6473987.55317113)
33826,50370,8.406,POINT (799309.9359669448 6473987.55317113)
33827,50656,10.535,POINT (1079286.0652554503 6544194.984571271)
33829,50465,0.813,POINT (919178.0104086768 6457250.2063096585)
33830,50485,1.431,POINT (984102.3706178811 6466049.871972191)
33834,50826,2.064,POINT (1319445.1308420326 6603806.628658825)
33837,51071,0.841,POINT (872731.942109225 6662623.8195232125)
33838,51082,0.941,POINT (864689.6914837767 6667002.694047807)
33840,49733,13.438,POINT (876207.6387166635 6163453.242567882)
33841,49745,3.073,POINT (869380.2934514253 6166915.991708894)
33842,50373,10.092,POINT (982976.2200106955 6423873.840729131)
33843,49563,24.559,POINT (859734.9911347737 6086752.652314908)
33844,50641,20.074,POINT (1240036.6126761213 6534688.389703655)
33846,50946,10.456,POINT (1581433.0427320225 6625109.82096719)
33848,50661,8.614,POINT (1427177.5903895956 6538322.514622956)
33849,50025,1.922,POINT (1017178.7235033811 6266082.942216635)
33850,49894,4.359,POINT (1041048.948984699 6228431.805462929)
33854,51333,2.696,POINT (1275948.300400941 6756473.468084229)
33855,51386,0.627,POINT (1260332.874991904 6766190.927592334)
33857,51510,15.693,POINT (1223280.7622793205 6843779.180450022)
33858,51534,20.528,POINT (1268039.368208006 6850929.613844608)
33859,51368,1.185,POINT (1241770.5569653388 6761955.430960185)
33860,50673,7.328,POINT (1190909.9567338633 6553213.723099148)
33862,50865,1.825,POINT (1483900.8251152888 6605173.271321523)
33870,51369,22.068,POINT (1307597.401680018 6761715.218662553)
33871,51396,8.388,POINT (1374702.127844384 6772124.890086157)
33874,51488,16.622,POINT (1422627.3663051361 6829912.725049952)
33877,51475,1.33,POINT (1331258.3752591317 6827437.312784353)
33878,50970,4.129,POINT (1356346.7267165147 6640432.594731442)
33879,51316,17.098,POINT (1526159.6321859197 6733150.75406692)
33882,51641,1.964,POINT (1601046.879743812 6897086.41151282)
33883,51585,3.603,POINT (1618152.2979195074 6861345.8472943865)
33885,51873,2.483,POINT (1560122.4359443707 7100478.5412573675)
33886,51840,1.027,POINT (1206229.6481085648 7078069.358121256)
33887,51804,1.56,POINT (1195239.7256201399 7053579.737214965)
33888,51818,2.72,POINT (1246132.3842077374 7063875.570565759)
33891,51796,26.93,POINT (1117790.1567693625 7045701.2000547135)
33892,51875,1.764,POINT (1508571.409911601 7107636.923974033)
33894,50419,6.938,POINT (878659.1065053404 6440625.346521502)
33897,51630,1.461,POINT (955966.2280113114 6900470.9376555765)
33898,50317,0.857,POINT (1345139.4735144235 6392425.391601665)
33899,50409,4.364,POINT (883098.545443653 6442853.721175338)
33903,50288,5.263,POINT (942113.1087423424 6385343.577142738)
33905,50324,16.626,POINT (926397.2692546948 6395287.697439698)
33906,50375,11.89,POINT (878161.0160576297 6421692.8668763405)
33907,50311,2.455,POINT (930330.2811113667 6383545.371105994)
33908,50375,0.745,POINT (878161.0160576297 6421692.8668763405)
33910,51597,3.257,POINT (957265.9876290607 6875686.829533916)
33911,51580,0.378,POINT (959871.1276641687 6870496.281806881)
33914,51414,4.885,POINT (855132.0859384845 6786006.519289431)
33915,51504,11.522,POINT (888656.6941390956 6835776.334959281)
33917,51460,44.436,POINT (777634.4730923477 6813537.795624098)
33919,51436,17.947,POINT (811705.3922011709 6795890.7702451525)
33921,51102,4.202,POINT (793038.9737786533 6669466.666787121)
33926,50723,3.029,POINT (1438175.2256065332 6563553.954768198)
33927,49791,15.129,POINT (1079748.622380056 6188945.94968177)
33928,50700,1.546,POINT (1333891.8997155577 6560440.883203782)
33929,50991,2.66,POINT (1238569.9440427222 6649337.698072657)
33930,51028,12.79,POINT (1230791.6027187475 6655030.035108099)
33932,52000,3.438,POINT (1050466.6107758598 7321665.819249108)
33933,51236,17.428,POINT (1289008.9780409527 6712355.369441718)
33934,51201,1.833,POINT (1497499.5892505427 6695038.36431282)
33935,51392,1.151,POINT (962923.2804549654 6769775.847902722)
33936,50188,2.323,POINT (954416.7653988402 6339225.65016881)
33940,50301,4.544,POINT (1001890.6015604674 6390430.995633333)
33942,51946,10.36,POINT (997990.4606025572 7288993.630084205)
33945,49533,0.799,POINT (1317615.1054210707 6072088.363042232)
33946,50520,6.078,POINT (1016747.9960076009 6481805.790404712)
33948,51510,1.372,POINT (1223280.7622793205 6843779.180450022)
33951,50689,0.239,POINT (697723.1801153858 6546852.389519875)
33952,51181,21.313,POINT (957597.1090690884 6693762.323917182)
33954,51942,9.043,POINT (1451334.904272344 7190182.664375517)
33955,51846,37.193,POINT (1476960.179124047 7085482.512787491)
33956,50435,8.369,POINT (726486.8241936109 6439024.604752383)
33959,50369,3.874,POINT (744328.8858570523 6413264.637981255)
33961,50306,3.372,POINT (731291.9565760796 6383683.725939301)
33963,50347,9.506,POINT (875245.630125634 6418947.555838393)
33967,50289,16.896,POINT (871008.4238028409 6383773.490321903)
33968,50215,8.228,POINT (864864.1974988625 6350269.225073133)
33970,50270,2.192,POINT (897930.6005194018 6370005.861299446)
33971,51090,6.141,POINT (775788.8723005177 6665203.822936275)
33972,50000,11.796,POINT (821990.1784172467 6343832.205454286)
33973,50215,2.169,POINT (864864.1974988625 6350269.225073133)
33974,50960,0.26,POINT (838190.3378129156 6637024.59524042)
33976,50044,8.558,POINT (933993.2218072567 6276563.961647803)
33979,50157,14.153,POINT (937503.3462457788 6329360.923338894)
33980,50092,13.363,POINT (923814.1759383745 6299895.027736587)
33982,50761,4.775,POINT (873893.7518651122 6584907.759497326)
33987,50786,1.728,POINT (884234.3128036051 6589824.136863984)
33990,50608,3.926,POINT (846747.111056957 6512213.973544252)
33991,50338,0.7,POINT (1057618.8868126713 6403798.124289215)
33993,50387,13.638,POINT (925675.2045340008 6434219.118111121)
33995,51314,2.544,POINT (791838.0327666367 6739488.4039001325)
33997,50220,3.999,POINT (930390.0042667427 6350599.58334915)
33999,50220,3.274,POINT (930390.0042667427 6350599.58334915)
34000,50252,3.15,POINT (930325.2606780566 6365819.615865067)
34002,50252,3.054,POINT (930325.2606780566 6365819.615865067)
34003,50175,12.927,POINT (920501.7723358086 6330067.693130032)
34008,50656,24.211,POINT (1079286.0652554503 6544194.984571271)
34010,51058,3.039,POINT (1308802.451414601 6660472.893013677)
34012,50332,5.96,POINT (1354910.463251656 6399419.33398086)
34013,50847,6.963,POINT (890633.4292212971 6606866.727135016)
34014,50193,2.322,POINT (898547.2282030164 6338127.794131662)
34018,50157,12.14,POINT (937503.3462457788 6329360.923338894)
34019,50372,12.183,POINT (955681.8390144106 6422887.177374895)
34020,50656,25.265,POINT (1079286.0652554503 6544194.984571271)
34023,50159,6.752,POINT (952675.4454738878 6329304.433867958)
34025,49542,2.958,POINT (1074709.405128345 6078355.960786435)
34026,51412,2.291,POINT (1311948.6344315156 6784771.912704474)
34027,51399,0.961,POINT (1286864.5545508736 6775284.082890018)
34028,50477,3.146,POINT (996684.1064676013 6464398.935089854)
34029,50607,13.639,POINT (989606.1430202953 6514508.348863452)
34030,50613,1.049,POINT (1001319.7619674715 6516562.058505732)
34032,50609,0.971,POINT (981208.6821598926 6515868.065431099)
34033,50912,2.458,POINT (966352.6232341375 6626320.554706428)
34034,50588,2.159,POINT (974597.2486291594 6504538.26821909)
34035,50724,16.934,POINT (850804.7986079719 6565947.831208239)
34038,50011,4.665,POINT (954265.0980061076 6266529.329203049)
34039,49803,3.388,POINT (932121.6750758346 6190134.183175314)
34040,49795,5.471,POINT (1126670.5535978873 6190086.258383012)
34041,49812,1.042,POINT (1155395.0291417674 6198380.423450797)
34044,51379,10.273,POINT (891791.3091664457 6762963.581356753)
34045,51379,0.366,POINT (891791.3091664457 6762963.581356753)
34049,50879,3.225,POINT (1323679.5363383666 6615653.424208021)
34050,51574,12.549,POINT (887269.8196991292 6865097.701996654)
34056,51349,2.717,POINT (1472716.8807451143 6745056.803329015)
34057,51420,4.052,POINT (1345413.4610324565 6794475.0419285605)
34058,51409,2.646,POINT (1363039.117392898 6780518.863742923)
34060,50408,2.119,POINT (1065719.5514334987 6445368.4492577715)
34063,51648,18.234,POINT (1122427.580887493 6913742.706953455)
34064,51519,2.723,POINT (1499413.1271853575 6838408.394853295)
34065,51483,4.409,POINT (1523109.4875718467 6820874.604354529)
34071,51299,1.827,POINT (866381.5220355252 6730574.770999275)
34072,50461,14.484,POINT (799568.0348658696 6450737.302073731)
34073,50174,3.19,POINT (816843.7749715348 6329173.216860747)
34075,50185,1.13,POINT (805171.0986534992 6334245.124917641)
34076,51390,16.742,POINT (1201668.2065615342 6771555.78127847)
34077,50772,9.997,POINT (1165848.353954615 6783639.021874715)
34079,50138,0.672,POINT (905953.0363593297 6323874.994005826)
34080,50240,8.744,POINT (849657.8259327967 6356335.333785906)
34081,50896,0.992,POINT (1031407.3083419901 6631235.523233154)
34083,50751,2.092,POINT (1342943.2751817524 6582199.4153378345)
34087,51286,5.535,POINT (1552703.801015642 6774990.045225575)
34092,51782,0.245,POINT (1083081.3347853194 7032923.911953592)
34095,51959,9.116,POINT (1382841.7212530866 7216170.416281599)
34096,51094,5.97,POINT (1060071.7265429567 6673118.428146109)
34101,51310,5.766,POINT (1364688.2354849826 6741937.0690643685)
34105,51112,5.207,POINT (1335002.9389212728 6674433.321168193)
34111,51292,23.176,POINT (1401697.7577455228 6727716.720841936)
34118,51460,31.422,POINT (777634.4730923477 6813537.795624098)
34119,50660,2.453,POINT (1159795.2614308402 6547514.945009559)
34125,51843,10.086,POINT (957556.6537003577 7087160.036296157)
34126,51449,15.02,POINT (1274327.7854499856 6810962.092106416)
34132,51662,7.073,POINT (884855.9819746367 6921760.839991805)
34133,51634,9.916,POINT (883787.8079676718 6901458.987673791)
34134,51573,0.976,POINT (891033.4127934393 6864956.240027579)
34135,51596,2.244,POINT (889811.418489951 6873693.674709431)
34137,51514,1.197,POINT (896920.0020298313 6837671.537810096)
34138,51505,1.877,POINT (897913.1919272507 6839865.821824004)
34140,51155,8.897,POINT (850174.8222185199 6684735.183114226)
34141,51100,6.071,POINT (838827.476963936 6670264.791022602)
34142,51269,2.447,POINT (880660.7313488778 6721850.801995133)
34144,51609,14.884,POINT (927890.7640317676 6880454.642193613)
34150,51221,1.785,POINT (865135.4279394603 6702858.874199626)
34151,51909,18.156,POINT (1098991.795467575 7152792.176044268)
34152,51922,11.984,POINT (1069909.677000479 7163308.497417845)
34153,51986,5.018,POINT (1065558.5495809494 7268094.499719719)
34163,50637,2.305,POINT (1351648.9834972394 6532820.242685243)
34164,50881,6.556,POINT (1648671.009839488 6602496.5475924825)
34167,50511,2.967,POINT (1006228.339879341 6477592.198684584)
34168,50816,8.886,POINT (1339579.310215736 6597664.390239511)
34174,50986,1.407,POINT (879186.0855100277 6643252.720092397)
34175,50173,6.804,POINT (1016425.0677201732 6333676.624178166)
34178,51275,22.253,POINT (1444652.5287561805 6721323.909551116)
34182,51816,6.926,POINT (860318.8620807502 7059132.7700754665)
34186,51816,21.007,POINT (860318.8620807502 7059132.7700754665)
34191,50608,1.875,POINT (846747.111056957 6512213.973544252)
34194,50261,4.341,POINT (964464.0414591795 6368990.129476161)
34196,50797,5.633,POINT (1090023.0101444796 6616208.594429832)
34197,50693,1.032,POINT (1266766.913830356 6559648.7480160175)
34201,50684,1.94,POINT (914064.0457955035 6576202.770244634)
34204,51807,5.168,POINT (1290660.7894124468 7052758.972939542)
34205,50699,2.105,POINT (926971.2340974578 6560073.628683432)
34207,50380,3.084,POINT (1371235.7073215547 6426123.668394416)
34211,50260,11.693,POINT (962328.0269559394 6375658.997223741)
34215,51678,6.262,POINT (1496240.6320465486 6929991.514709881)
34216,51393,20.877,POINT (1567840.4117621353 6760776.977782238)
34221,49685,4.826,POINT (937784.7343623657 6146003.693682763)
34223,50626,0.813,POINT (1356849.2556361011 6522270.8766721105)
34224,51026,1.12,POINT (1082617.254096861 6656436.5604745615)
34226,50191,1.081,POINT (918835.200830103 6338072.353269144)
34227,50703,7.374,POINT (1359327.9862334721 6561754.796257862)
34228,50751,12.572,POINT (1342943.2751817524 6582199.4153378345)
34230,50650,0.8,POINT (1439126.8417174995 6534544.794748597)
34235,50424,9.468,POINT (722022.741088816 6485972.277444678)
34236,51645,36.706,POINT (1374522.019791991 6910412.466817354)
34239,51298,2.486,POINT (1280801.1856399833 6737254.494508991)
34244,51738,16.921,POINT (1557181.6213569783 6985704.680276531)
34245,51534,22.607,POINT (1268039.368208006 6850929.613844608)
34246,51699,31.423,POINT (1079290.6000774486 6956389.885967985)
34247,51529,2.271,POINT (1158640.0570169378 7059323.859436674)
34249,49991,2.666,POINT (1442846.3184302337 6246594.154150177)
34251,51907,2.219,POINT (1273803.610966885 7149546.157229026)
34252,51680,8.935,POINT (1069741.5954858295 6939573.361420534)
34253,51688,17.994,POINT (938351.3259552425 6944577.914405169)
34256,51209,7.195,POINT (1338611.8267923628 6701110.747764753)
34257,51243,6.099,POINT (1016760.1930346574 6710740.783422855)
34258,51170,15.887,POINT (1013779.9629338938 6692159.378134384)
34262,49477,14.632,POINT (1115620.3231618037 6033388.313309211)
34270,51585,10.965,POINT (1618152.2979195074 6861345.8472943865)
34271,49630,14.996,POINT (1267205.9910035657 6118579.431671959)
34272,50704,2.024,POINT (1216177.7571618287 6565883.368302801)
34273,49556,2.466,POINT (1336707.9366532038 6084377.602442736)
34275,51017,5.088,POINT (1252262.8167038835 6654003.939508892)
34276,51028,7.378,POINT (1230791.6027187475 6655030.035108099)
34277,51072,2.048,POINT (1048334.8575420267 6667673.147968388)
34278,51197,5.872,POINT (1177037.8832059295 6699858.383967043)
34282,50793,16.926,POINT (1083461.1712590177 6595183.278953606)
34283,50999,2.14,POINT (1315109.8828669537 6648018.811339475)
34285,51126,23.27,POINT (1062926.0281804455 6681753.874194489)
34289,50355,9.063,POINT (1001955.6426896694 6411544.512840723)
34290,51126,8.317,POINT (1062926.0281804455 6681753.874194489)
34291,50799,1.503,POINT (1388047.1899451723 6593603.246821181)
34294,50727,4.811,POINT (1391046.9729209421 6573402.241140729)
34296,50715,5.255,POINT (1392344.7228906401 6564066.934111812)
34301,51194,1.531,POINT (1382287.21910343 6694320.104270128)
34302,51194,8.36,POINT (1382287.21910343 6694320.104270128)
34303,50351,0.973,POINT (1056085.7558710212 6409157.273850432)
34304,51192,3.235,POINT (1257741.4631588368 6704069.474076082)
34308,51142,2.137,POINT (1257547.2500408771 6686121.553555733)
34311,50717,3.031,POINT (1485877.5877533634 6560357.768777007)
34312,50742,1.705,POINT (1455005.6355348704 6577689.889720002)
34313,51336,18.1,POINT (1112993.6137801013 6747078.437926716)
34314,50802,11.744,POINT (1176992.7320861486 6597030.977672158)
34315,51174,2.066,POINT (1331283.2587684 6690638.07153866)
34317,51330,0.545,POINT (1111504.4558285447 6745060.370485159)
34319,51236,20.294,POINT (1289008.9780409527 6712355.369441718)
34320,51359,22.669,POINT (1230063.2712982188 6755124.643783283)
34321,51237,4.253,POINT (1325622.394051364 6713176.785420468)
34323,51167,5.2,POINT (1418570.8236695123 6687861.639600356)
34325,51292,2.255,POINT (1401697.7577455228 6727716.720841936)
34326,51275,15.367,POINT (1444652.5287561805 6721323.909551116)
34327,50867,2.056,POINT (1448109.289545557 6605022.961792607)
34328,50990,14.453,POINT (1460618.4579981049 6643599.050573743)
34329,50975,9.611,POINT (1444397.2658029562 6639303.473813714)
34330,50863,12.624,POINT (1452796.2013270855 6604711.807350941)
34331,50990,2.923,POINT (1460618.4579981049 6643599.050573743)
34333,51027,4.355,POINT (1437014.2711705866 6649101.154277583)
34334,51067,13.269,POINT (1415895.8711975315 6661123.598820141)
34335,50796,2.315,POINT (1216289.309841675 6603655.087350548)
34336,50616,2.423,POINT (1194341.7071237108 6520701.520108461)
34339,51286,2.741,POINT (1552703.801015642 6774990.045225575)
34340,51393,2.971,POINT (1567840.4117621353 6760776.977782238)
34341,51416,2.886,POINT (1605311.5728818933 6774113.56464393)
34342,50870,5.604,POINT (1259750.5945655538 6618828.491716555)
34347,51847,21.5,POINT (1558476.0701960034 7077097.200588462)
34350,51105,2.147,POINT (1343944.2319102834 6674405.357685893)
34352,51246,2.74,POINT (1531181.0880544258 6709419.010468977)
34354,50940,15.925,POINT (1412519.5661723425 6631477.628031649)
34355,50940,2.215,POINT (1412519.5661723425 6631477.628031649)
34356,50934,1.872,POINT (1424260.820819046 6630358.350130618)
34357,50892,2.281,POINT (1384275.7065881086 6620090.364257964)
34358,51381,13.81,POINT (1357367.080067966 6763499.606093313)
34359,50980,4.395,POINT (1381454.2192811465 6781311.756906889)
34360,51405,4.929,POINT (1406716.3441412984 6777258.391861606)
34361,51316,3.053,POINT (1526159.6321859197 6733150.75406692)
34362,50770,2.023,POINT (1289073.222925338 6588057.397938618)
34363,51214,6.028,POINT (1163395.7166747218 6701037.965208707)
34365,50970,5.552,POINT (1356346.7267165147 6640432.594731442)
34367,50845,1.907,POINT (1176913.6900513931 6607233.620111486)
34368,50845,1.862,POINT (1176913.6900513931 6607233.620111486)
34371,50815,0.301,POINT (1420430.493084311 6596456.230009634)
34372,50815,10.148,POINT (1420430.493084311 6596456.230009634)
34373,50707,1.42,POINT (1443401.4063985064 6559400.105593406)
34374,50681,1.504,POINT (1448391.9436657794 6549205.206117864)
34375,50678,3.101,POINT (1414342.3186371294 6549063.804097341)
34376,50648,3.272,POINT (1396780.4878869161 6533849.248602644)
34377,51067,3.394,POINT (1415895.8711975315 6661123.598820141)
34379,50733,3.03,POINT (1378620.7677201806 6574376.0593447285)
34382,50736,1.534,POINT (1420722.734132152 6572263.662949939)
34386,51010,1.827,POINT (1633277.6921080244 6638278.288222448)
34387,51429,0.815,POINT (1544454.5269144317 6790013.694511083)
34388,50692,0.461,POINT (1367544.0276869533 6554761.697356798)
34390,51700,0.442,POINT (969846.6366468787 6955464.080328427)
34391,51270,6.603,POINT (1629454.8654720534 6710364.67720497)
34394,51123,3.011,POINT (1458070.575178667 6674805.161859852)
34396,50273,0.384,POINT (805888.2780171747 6368523.270697703)
34397,50667,1.596,POINT (1422899.1115524345 6543107.428811212)
34398,50568,10.76,POINT (1361754.086670079 6495308.238506276)
34399,50906,15.758,POINT (1281296.8822684963 6626769.224206521)
34400,51275,20.815,POINT (1444652.5287561805 6721323.909551116)
34401,50760,20.316,POINT (1253261.418374709 6614057.684750944)
34405,50777,2.471,POINT (1378102.775966681 6588805.126912233)
34406,51411,3.468,POINT (1160755.4396082042 6784092.214387851)
34408,50920,3.783,POINT (873366.8979569997 6626035.717287381)
34411,51859,12.905,POINT (831214.5230501138 7091350.359234032)
34412,51761,8.13,POINT (818045.8824923328 7013287.473117158)
34417,51010,8.365,POINT (1633277.6921080244 6638278.288222448)
34422,51535,11.184,POINT (858829.0828984082 6850532.832814994)
34426,51824,5.107,POINT (1142648.8179560606 7073370.043889984)
34427,49863,2.421,POINT (1130332.2147823742 6213763.883674666)
34428,50917,0.043,POINT (851968.7998243353 6624722.821481786)
34429,51220,6.849,POINT (886475.0856842145 6701877.462857933)
34431,51404,16.544,POINT (1132841.1264918742 6780455.051864364)
34434,51245,3.16,POINT (1573378.7238726437 6704310.763786024)
34438,50229,2.26,POINT (958297.3319270826 6355413.354713376)
34439,51267,0.976,POINT (1279660.0805577626 6723038.359934684)
34441,51015,11.493,POINT (886922.3459138365 6651130.892434139)
34442,50837,2.197,POINT (1022423.0686568558 6605547.800423578)
34443,51631,4.055,POINT (1523749.7645279486 6894088.822191566)
34444,51045,0.57,POINT (1556207.6385128275 6648017.652771189)
34448,50741,16.203,POINT (1031093.2936472641 6577436.930639281)
34449,49827,10.569,POINT (1167188.2995824225 6204212.937958925)
34451,51535,27.794,POINT (858829.0828984082 6850532.832814994)
34455,51724,26.669,POINT (1096510.4051240939 6981137.507193533)
34456,51708,18.418,POINT (1067362.4779333915 6980998.990338275)
34457,51536,5.645,POINT (885062.6194476838 6850628.676310929)
34462,50647,0.801,POINT (1197569.6627318342 6537648.09658607)
34463,50336,5.167,POINT (1045899.1187221901 6407374.288098262)
34465,50578,4.149,POINT (1256103.5439999201 6500073.9989054175)
34466,49686,12.341,POINT (1262769.592992377 6146441.2291228045)
34467,51675,5.457,POINT (861875.7060701931 6933684.1975505985)
34468,50107,17.784,POINT (1188563.4134486194 6309438.487005862)
34470,49540,16.833,POINT (927566.44028604 6075822.308587828)
34471,50420,2.339,POINT (952742.895057452 6442577.275667339)
34472,50457,2.779,POINT (978524.5186974482 6454922.841343418)
34475,50903,1.268,POINT (1045296.6849163731 6624480.837323501)
34481,49717,0.651,POINT (1181012.2151426054 6282271.229739084)
34482,51094,4.92,POINT (1060071.7265429567 6673118.428146109)
34486,51356,19.794,POINT (1003854.0015576016 6752639.549971049)
34488,52021,1.718,POINT (1476317.8617306016 6871967.355448521)
34491,51716,2.474,POINT (980060.5748262348 6967410.701738036)
34492,50254,20.016,POINT (734575.7357230331 6359200.9105913)
34493,49890,0.852,POINT (1015319.5990811682 6222976.288906684)
34494,50588,3.13,POINT (974597.2486291594 6504538.26821909)
34496,51671,2.138,POINT (1195662.8913442984 6932757.815049355)
34497,51670,4.566,POINT (1181322.0723978237 6932131.703796524)
34498,51614,5.949,POINT (1176303.2901517795 6887423.411179097)
34499,51837,0.603,POINT (1166991.6064132545 7077866.404127321)
34504,50971,0.831,POINT (849752.9773684639 6640011.880906003)
34506,50929,4.596,POINT (824399.5207911032 6626828.878594833)
34507,51009,1.827,POINT (817938.4602126039 6647509.264326525)
34508,51055,1.219,POINT (820472.3521194155 6657181.849106639)
34510,50624,4.503,POINT (832628.4087702588 6521517.850495275)
34513,50419,11.619,POINT (878659.1065053404 6440625.346521502)
34519,49676,6.108,POINT (865099.4433652104 6138786.396289919)
34520,49756,1.431,POINT (892316.0155261258 6174506.095580348)
34524,51471,8.084,POINT (1221163.0879122785 6825528.577219558)
34527,50564,20.877,POINT (796660.4472743688 6487681.178240305)
