AC ID,H2 ID,Distance to H2 [km],Point H2,H2 Type
34356,47655,12.815,POINT (1429679.0032452825 6620850.275446899),h2
34357,47451,4.973,POINT (1391020.9723580114 6617426.084323289),h2
34358,47748,12.178,POINT (1338312.5293012857 6759764.938625811),h2
34359,47745,6.656,POINT (1392329.5329722862 6782225.97779192),h2
34360,47745,10.723,POINT (1392329.5329722862 6782225.97779192),h2
34361,47746,10.956,POINT (1517652.2364709182 6733527.912335939),h2
34362,47453,16.484,POINT (1304032.2487089513 6590264.442095487),h2
34363,47677,44.873,POINT (1191392.842713342 6660228.4232576825),h2
34365,47669,20.781,POINT (1378723.7308490602 6630927.412884921),h2
34367,47456,15.23,POINT (1160609.552604787 6603750.28754264),h2
34368,47456,16.082,POINT (1160609.552604787 6603750.28754264),h2
34371,47656,11.589,POINT (1431149.0884406983 6600771.851505878),h2
34372,47656,6.776,POINT (1431149.0884406983 6600771.851505878),h2
34373,48142,38.214,POINT (1438592.9114705538 6596037.5530506),h2
34374,47445,43.922,POINT (1490000.9202358322 6559414.069317887),h2
34375,47450,35.492,POINT (1404029.434093641 6582736.873811978),h2
34376,47657,41.55,POINT (1383565.5721011136 6576053.508316962),h2
34377,47664,26.969,POINT (1391577.569811978 6649055.714030546),h2
34379,47657,7.332,POINT (1383565.5721011136 6576053.508316962),h2
34382,47450,19.806,POINT (1404029.434093641 6582736.873811978),h2
34386,47632,18.978,POINT (1651633.3699634508 6642948.483992473),h2
34387,47747,27.309,POINT (1516515.2191919554 6787070.450239382),h2
34388,47657,27.019,POINT (1383565.5721011136 6576053.508316962),h2
34390,47797,19.366,POINT (989644.6333665143 6955406.0270059295),h2
34391,47636,28.675,POINT (1614813.8917861215 6693804.174768626),h2
34394,47665,18.66,POINT (1441001.4199733569 6685549.453309992),h2
34396,47499,35.538,POINT (841036.5640617087 6364202.800486988),h2
34397,47450,43.672,POINT (1404029.434093641 6582736.873811978),h2
34398,47657,76.305,POINT (1383565.5721011136 6576053.508316962),h2
34399,48317,20.694,POINT (1289714.2244836295 6603076.749255754),h2
34400,48226,51.938,POINT (1401735.0280689008 6704069.916587628),h2
34401,47454,8.17,POINT (1266180.3935740052 6604672.962208185),h2
34405,47657,11.426,POINT (1383565.5721011136 6576053.508316962),h2
34406,47800,41.239,POINT (1153501.1352006919 6828023.206235491),h2
34408,47613,7.288,POINT (865603.1058874221 6625509.3489016695),h2
34411,47513,6.605,POINT (825580.6320014981 7104615.977433051),h2
34412,48538,23.638,POINT (826390.59261651 7026361.4865901815),h2
34417,47632,15.591,POINT (1651633.3699634508 6642948.483992473),h2
34422,48337,13.576,POINT (862291.9076337764 6851985.843912738),h2
34426,47534,14.48,POINT (1140194.4485492269 7091917.268047727),h2
34427,48157,1.715,POINT (1131415.1255883246 6217334.170653683),h2
34428,47613,13.686,POINT (865603.1058874221 6625509.3489016695),h2
34429,47588,5.218,POINT (883492.2593773922 6711367.560865993),h2
34431,47801,16.471,POINT (1108234.5114229873 6793356.844531916),h2
34434,47647,9.008,POINT (1562804.2011731055 6698754.089845253),h2
34438,48251,14.848,POINT (965541.8485394455 6345116.133681463),h2
34439,47679,36.102,POINT (1315967.924511806 6721047.706668228),h2
34441,47388,17.303,POINT (878482.4370137316 6637714.247324797),h2
34442,47385,58.462,POINT (970066.2066037565 6584438.323518664),h2
34443,47730,8.382,POINT (1528210.8901726601 6895460.7076150095),h2
34444,48323,0.528,POINT (1555979.3145120607 6648118.4511414105),h2
34448,47458,36.634,POINT (1074924.1575539345 6565717.610590331),h2
34449,47415,10.361,POINT (1186317.2305306226 6204042.927296282),h2
34451,47412,15.094,POINT (841801.3289634584 6843306.557730438),h2
34455,47559,1.173,POINT (1086921.949632652 7005958.12165234),h2
34456,47559,13.295,POINT (1086921.949632652 7005958.12165234),h2
34457,47408,15.425,POINT (891855.4700817093 6857668.450768503),h2
34462,48382,20.527,POINT (1190973.836149996 6556367.3844726095),h2
34463,48122,32.585,POINT (1018372.9656750252 6416765.92189708),h2
34465,48371,68.237,POINT (1261171.9070442342 6566095.719826671),h2
34466,47438,23.973,POINT (1243792.262863625 6175996.89673419),h2
34467,47795,18.87,POINT (875241.0360808134 6928826.048833098),h2
34468,47483,57.84,POINT (1233613.2086254882 6337067.171512038),h2
34470,47764,43.97,POINT (987234.5663908396 6068711.083775472),h2
34471,48290,16.266,POINT (936653.3274836831 6444890.497196431),h2
34472,48366,40.375,POINT (1019218.9938050541 6444232.539612888),h2
34475,47575,61.736,POINT (1091976.5224316115 6583861.978131927),h2
34481,47414,59.333,POINT (1173890.1904954063 6223994.259273693),h2
34482,48372,70.143,POINT (1105814.4256931418 6719773.793393234),h2
34486,47572,49.569,POINT (976741.1459107029 6766547.861665579),h2
34488,48283,7.685,POINT (1481640.1585603126 6877375.245519708),h2
34491,47797,17.143,POINT (989644.6333665143 6955406.0270059295),h2
34492,48539,6.773,POINT (717558.7584839938 6364753.128525833),h2
34493,47787,4.611,POINT (1018161.1246840457 6225460.406114642),h2
34494,47623,21.506,POINT (962007.8999847223 6517924.083456195),h2
34496,47806,22.41,POINT (1197648.9980959236 6953200.018309487),h2
34497,47806,31.218,POINT (1197648.9980959236 6953200.018309487),h2
34498,47564,24.303,POINT (1162637.1258100956 6870220.204396662),h2
34499,47534,30.764,POINT (1140194.4485492269 7091917.268047727),h2
34504,47613,22.187,POINT (865603.1058874221 6625509.3489016695),h2
34506,47612,19.842,POINT (833588.5108912033 6609191.627443374),h2
34507,47393,17.872,POINT (820543.4250431026 6663453.808120555),h2
34508,47393,6.838,POINT (820543.4250431026 6663453.808120555),h2
34510,47379,48.074,POINT (809484.835508208 6558828.060733061),h2
34513,48107,50.316,POINT (917038.8332059084 6450849.111876087),h2
34519,47778,44.27,POINT (882158.0952802347 6184794.197610433),h2
34520,47778,14.388,POINT (882158.0952802347 6184794.197610433),h2
34524,47689,14.971,POINT (1242991.65308584 6832754.311540263),h2
34527,47494,50.379,POINT (773802.1519708598 6468482.1432261355),h2
34534,47638,30.367,POINT (1605598.5303797822 6835677.337486001),h2
34536,47763,27.816,POINT (1001238.1130546707 6081469.247041291),h2
34543,47780,44.685,POINT (956428.0105087096 6118702.165027337),h2
34544,47779,47.977,POINT (929185.9047217795 6126772.459433729),h2
34545,47392,5.241,POINT (793137.7909241974 6810789.405276363),h2
34546,47392,5.904,POINT (793137.7909241974 6810789.405276363),h2
34552,47803,10.511,POINT (994514.415810757 6903583.054537231),h2
34555,47521,16.359,POINT (980497.5108080312 6923324.457251651),h2
34559,47767,35.766,POINT (1117558.2980133595 6246628.493499358),h2
34564,47741,9.917,POINT (1433257.5909158136 6890009.349857273),h2
34568,47723,12.072,POINT (1462884.0488760443 6979170.083027083),h2
34576,47743,16.474,POINT (1381221.0723055163 6872398.231224067),h2
34577,47586,8.453,POINT (912603.7533732133 6712937.993138112),h2
34578,47743,14.617,POINT (1381221.0723055163 6872398.231224067),h2
34579,48083,16.659,POINT (1317187.8748114095 6910943.476648545),h2
34584,47383,5.713,POINT (963348.4092928548 6546144.10458894),h2
34587,47447,46.584,POINT (1543664.9298015272 6897711.099382949),h2
34590,47507,34.426,POINT (871325.0390336876 6043290.092186076),h2
34591,47507,25.42,POINT (871325.0390336876 6043290.092186076),h2
34597,47493,59.567,POINT (755779.6377309195 6489757.131356673),h2
34598,47778,25.286,POINT (882158.0952802347 6184794.197610433),h2
34599,48372,40.122,POINT (1105814.4256931418 6719773.793393234),h2
34600,47509,22.463,POINT (878393.938018551 6361420.1582605),h2
34605,47747,28.114,POINT (1516515.2191919554 6787070.450239382),h2
34606,47500,20.324,POINT (850888.561635895 6343722.811228492),h2
34607,47496,18.269,POINT (814333.0219712367 6423818.921188078),h2
34608,47496,23.988,POINT (814333.0219712367 6423818.921188078),h2
34612,47792,21.909,POINT (826446.4750008882 6922909.167302936),h2
34616,47538,21.598,POINT (1206351.6219276695 7131091.119779128),h2
34617,47772,12.597,POINT (1009694.943450745 6268320.251957903),h2
34620,47622,24.753,POINT (845934.9556150853 6670992.1308630435),h2
34624,47846,1.258,POINT (1218133.008916285 6946298.027898324),h2
34626,47379,31.382,POINT (809484.835508208 6558828.060733061),h2
34627,47535,15.496,POINT (1166083.4659255648 7129442.703621448),h2
34630,47701,35.434,POINT (1354823.6588147257 7008769.031826947),h2
34631,47494,18.548,POINT (773802.1519708598 6468482.1432261355),h2
34634,47737,23.22,POINT (1438007.2596294903 6832125.648806946),h2
34635,47496,53.084,POINT (814333.0219712367 6423818.921188078),h2
34636,47801,21.721,POINT (1108234.5114229873 6793356.844531916),h2
34639,47930,10.796,POINT (1196684.5260276909 6660228.4232576825),h2
34640,47772,13.565,POINT (1009694.943450745 6268320.251957903),h2
34641,48551,19.554,POINT (692105.5569141118 6568566.507267623),h2
34644,48290,17.371,POINT (936653.3274836831 6444890.497196431),h2
34647,47511,7.472,POINT (939035.5645866591 6372599.531710874),h2
34649,47573,38.757,POINT (1307081.5122007607 6256924.313875965),h2
34650,47562,30.964,POINT (1125054.5525233785 6987109.632281693),h2
34651,47431,59.963,POINT (1382701.3988940853 6093362.64341872),h2
34653,48347,38.843,POINT (1434073.3401443467 6238864.312261068),h2
34655,47479,36.164,POINT (1346250.2769117912 6325850.308155921),h2
34658,47692,25.558,POINT (1252846.7676057685 6895504.801774712),h2
34659,48371,79.572,POINT (1261171.9070442342 6566095.719826671),h2
34665,48330,12.756,POINT (1170491.0498440336 6850657.518794469),h2
34674,47724,66.142,POINT (1549328.197576144 7047538.160658618),h2
34676,47400,14.575,POINT (1007209.0679018402 6845210.763000887),h2
34678,48269,18.076,POINT (1555255.7378219042 6712401.00718684),h2
34684,47701,30.912,POINT (1354823.6588147257 7008769.031826947),h2
34691,47700,37.901,POINT (1392178.47242328 6940565.292650181),h2
34698,47689,8.142,POINT (1242991.65308584 6832754.311540263),h2
34700,47798,13.276,POINT (1080729.357679313 6838397.221404291),h2
34701,47778,26.228,POINT (882158.0952802347 6184794.197610433),h2
34705,47524,36.188,POINT (1033643.2168245926 7323838.710394305),h2
34707,47778,19.269,POINT (882158.0952802347 6184794.197610433),h2
34708,47778,16.581,POINT (882158.0952802347 6184794.197610433),h2
34709,47506,43.495,POINT (850185.8016905172 6081870.670553716),h2
34713,47411,20.098,POINT (844758.4199168911 6798911.929687083),h2
34717,47390,19.491,POINT (850530.2241950314 6742342.335471968),h2
34722,47884,14.148,POINT (1130978.1965869614 6866560.840779072),h2
34724,47628,6.187,POINT (918738.2365523585 6873206.658951779),h2
34728,48163,3.109,POINT (850625.6249986414 6791107.91838134),h2
34731,48337,0.617,POINT (862291.9076337764 6851985.843912738),h2
34733,48290,7.209,POINT (936653.3274836831 6444890.497196431),h2
34734,47773,10.873,POINT (958222.3693808063 6307056.012310809),h2
34736,47574,18.701,POINT (1036523.942607341 6542297.057866151),h2
34741,48330,46.351,POINT (1170491.0498440336 6850657.518794469),h2
34743,48383,70.629,POINT (1185708.424235474 6443505.383812664),h2
34749,48094,28.137,POINT (1234984.1081546075 6952953.63333466),h2
34750,47774,29.592,POINT (954301.9195540487 6321888.760978968),h2
34756,48290,33.524,POINT (936653.3274836831 6444890.497196431),h2
34758,47526,12.136,POINT (1081195.8976652278 7158059.515147138),h2
34759,47503,23.481,POINT (896765.550181619 6292984.052253697),h2
34766,48265,44.655,POINT (1093435.6983169296 6797431.79154309),h2
34767,48163,10.367,POINT (850625.6249986414 6791107.91838134),h2
34768,47798,3.58,POINT (1080729.357679313 6838397.221404291),h2
34769,48382,33.117,POINT (1190973.836149996 6556367.3844726095),h2
34775,47884,12.25,POINT (1130978.1965869614 6866560.840779072),h2
34778,48372,62.77,POINT (1105814.4256931418 6719773.793393234),h2
34782,47741,22.094,POINT (1433257.5909158136 6890009.349857273),h2
34788,47464,6.57,POINT (1074328.2643197183 6528652.593127279),h2
34789,48539,43.847,POINT (717558.7584839938 6364753.128525833),h2
34790,47455,16.402,POINT (1232914.1222233067 6598686.159328955),h2
34791,47660,5.73,POINT (1502363.506285879 6700188.141131625),h2
34793,47557,36.413,POINT (1098219.9873922428 6894344.163107844),h2
34796,47805,27.748,POINT (1123076.8504499453 6969747.096364709),h2
34798,48330,36.454,POINT (1170491.0498440336 6850657.518794469),h2
34800,47562,20.963,POINT (1125054.5525233785 6987109.632281693),h2
34802,48336,0.888,POINT (980424.1512635984 6797612.546228161),h2
34805,47525,44.973,POINT (1043045.3723364832 7199302.412554645),h2
34811,47675,10.203,POINT (1236816.872251028 6674201.824984683),h2
34812,48323,24.658,POINT (1555979.3145120607 6648118.4511414105),h2
34815,47674,7.568,POINT (1263581.6400614362 6684889.4788070135),h2
34818,47677,37.904,POINT (1191392.842713342 6660228.4232576825),h2
34821,47800,35.155,POINT (1153501.1352006919 6828023.206235491),h2
34822,47524,19.835,POINT (1033643.2168245926 7323838.710394305),h2
34826,47522,12.325,POINT (897014.5718825235 6942131.604626013),h2
34827,47381,53.838,POINT (881939.0185223535 6509558.6949413065),h2
34829,47421,27.18,POINT (1204015.916371845 6146303.785054705),h2
34831,47425,27.73,POINT (1172172.1967939935 6054268.012778448),h2
34834,47708,10.945,POINT (1335958.9013074436 7152575.12762977),h2
34835,47637,9.856,POINT (1597815.0715835164 6713564.461847136),h2
34839,48226,0.418,POINT (1401735.0280689008 6704069.916587628),h2
34840,47409,22.74,POINT (877280.9657496001 6880025.786876196),h2
34841,47550,4.219,POINT (810481.4789092802 6901916.032439984),h2
34844,47667,17.927,POINT (1361299.892830606 6697427.950732991),h2
34846,47583,2.87,POINT (928747.9738449989 6739347.798041204),h2
34850,48082,29.828,POINT (1022536.3146306938 6189419.077024017),h2
34853,47723,43.067,POINT (1462884.0488760443 6979170.083027083),h2
34854,47712,2.259,POINT (1434380.5819389364 7154219.495615359),h2
34855,47510,19.271,POINT (831341.9722475042 6318232.31689444),h2
34857,47445,37.284,POINT (1490000.9202358322 6559414.069317887),h2
34858,48383,29.222,POINT (1185708.424235474 6443505.383812664),h2
34864,47483,59.179,POINT (1233613.2086254882 6337067.171512038),h2
34866,47966,10.208,POINT (1192275.1609973693 7019476.450319804),h2
34867,47542,25.34,POINT (1191737.0425788746 6976332.058367043),h2
34870,47754,44.365,POINT (1102709.5024559358 6418467.121969933),h2
34872,47769,21.413,POINT (1073359.673430326 6269525.144717481),h2
34874,47524,54.075,POINT (1033643.2168245926 7323838.710394305),h2
34876,48372,4.716,POINT (1105814.4256931418 6719773.793393234),h2
34878,47910,5.411,POINT (962273.8422482273 6330610.488699857),h2
34879,48255,18.214,POINT (1140546.106820643 6913657.009489837),h2
34883,47708,10.734,POINT (1335958.9013074436 7152575.12762977),h2
34889,47715,3.591,POINT (1468149.5721100573 7092583.564359161),h2
34892,47722,31.718,POINT (1457746.5430564443 7053449.076453248),h2
34894,47709,32.124,POINT (1362311.8983214078 7189349.504415642),h2
34897,47711,9.608,POINT (1466435.5859103133 7217227.415341693),h2
34899,47799,7.094,POINT (1108871.0362713432 6825946.736438766),h2
34900,48265,19.238,POINT (1093435.6983169296 6797431.79154309),h2
34907,47513,15.694,POINT (825580.6320014981 7104615.977433051),h2
34909,48124,2.683,POINT (1337982.355691593 6674497.190138571),h2
34912,48123,6.411,POINT (1346041.998144517 7193486.282451761),h2
34913,47496,49.926,POINT (814333.0219712367 6423818.921188078),h2
34914,48548,8.724,POINT (1393681.0629100075 6383393.688446773),h2
34923,47773,13.106,POINT (958222.3693808063 6307056.012310809),h2
34924,47606,24.181,POINT (680682.7300053417 6623898.110411019),h2
34925,47649,0.948,POINT (1521581.9258154114 6675631.03569141),h2
34926,48290,27.012,POINT (936653.3274836831 6444890.497196431),h2
34931,47744,51.394,POINT (1410674.5397770545 6792265.5406040205),h2
34935,47654,8.572,POINT (1448427.2092457039 6609788.298169208),h2
34936,48311,72.113,POINT (1224692.5099112785 6376086.701106101),h2
34945,48332,50.814,POINT (1145544.3519572609 6618039.62092875),h2
34946,47507,13.88,POINT (871325.0390336876 6043290.092186076),h2
34947,47754,22.033,POINT (1102709.5024559358 6418467.121969933),h2
34951,48537,6.208,POINT (899349.8321603849 6231544.78729819),h2
34954,47706,37.637,POINT (1263946.322713275 7113154.907623543),h2
34959,47694,12.714,POINT (1248883.3484555648 6949898.315915882),h2
34961,47507,48.697,POINT (871325.0390336876 6043290.092186076),h2
34962,47524,14.97,POINT (1033643.2168245926 7323838.710394305),h2
34966,47773,9.5,POINT (958222.3693808063 6307056.012310809),h2
34975,47361,13.096,POINT (699545.1498033172 6677752.076867127),h2
34980,47434,60.061,POINT (1287850.7362077504 6234483.998079453),h2
34981,47432,7.719,POINT (1363824.1736038344 6128642.612201321),h2
34986,47440,27.052,POINT (1195552.7407647958 7046791.540744868),h2
34987,48347,34.688,POINT (1434073.3401443467 6238864.312261068),h2
34989,47500,8.622,POINT (850888.561635895 6343722.811228492),h2
34994,47592,24.495,POINT (957336.4888730734 6693873.240128078),h2
34997,47577,8.084,POINT (935565.736058633 6428716.349145019),h2
34998,47436,36.833,POINT (1387419.341552886 6214046.7679438675),h2
35000,47623,39.215,POINT (962007.8999847223 6517924.083456195),h2
35001,47666,9.434,POINT (1354220.6411330986 6735607.745918298),h2
35002,47449,16.354,POINT (1359660.1567312214 6582835.468356444),h2
35004,47747,27.752,POINT (1516515.2191919554 6787070.450239382),h2
35005,47384,30.463,POINT (980356.0237352331 6536651.261968145),h2
35013,47791,2.731,POINT (788621.8931411867 6914845.569067846),h2
35015,47568,4.9,POINT (821431.0866626882 6858210.77968816),h2
35016,47456,14.519,POINT (1160609.552604787 6603750.28754264),h2
35017,47456,23.846,POINT (1160609.552604787 6603750.28754264),h2
35018,47552,9.58,POINT (775689.5739372598 6893019.988346206),h2
35019,47490,6.502,POINT (922245.8023877636 6357917.149172286),h2
35022,47525,35.51,POINT (1043045.3723364832 7199302.412554645),h2
35024,47465,13.571,POINT (1049174.7348190518 6512212.327745468),h2
35029,48264,5.671,POINT (930508.4915918944 6388168.236187233),h2
35042,47385,34.296,POINT (970066.2066037565 6584438.323518664),h2
35047,47672,9.752,POINT (1331313.4276371496 6670297.919056293),h2
35048,47770,29.1,POINT (1027183.1241348772 6308996.608182924),h2
35049,47389,3.02,POINT (874227.8060756129 6603558.245843947),h2
35052,47767,12.222,POINT (1117558.2980133595 6246628.493499358),h2
35053,47862,31.426,POINT (935161.5349875626 7019012.09753895),h2
35056,47763,2.203,POINT (1001238.1130546707 6081469.247041291),h2
35059,47506,4.978,POINT (850185.8016905172 6081870.670553716),h2
35060,47492,27.41,POINT (735934.489468221 6517654.026973668),h2
35073,47776,4.86,POINT (941649.9028279393 6282531.823794323),h2
35076,47390,7.358,POINT (850530.2241950314 6742342.335471968),h2
35089,47548,47.194,POINT (844318.1513308036 7014466.066124992),h2
35090,47548,45.009,POINT (844318.1513308036 7014466.066124992),h2
35092,47542,17.174,POINT (1191737.0425788746 6976332.058367043),h2
35093,47530,0.889,POINT (1055797.576604307 7105284.657557967),h2
35094,47566,8.419,POINT (968595.2308524143 7143284.016666414),h2
35095,47554,16.953,POINT (1029255.0024975217 6943330.283060165),h2
35096,47884,18.602,POINT (1130978.1965869614 6866560.840779072),h2
35106,47530,8.067,POINT (1055797.576604307 7105284.657557967),h2
35107,47727,11.364,POINT (1522008.168145659 6919466.136571013),h2
35110,47518,24.215,POINT (833257.0014476208 7031260.632503087),h2
35116,47795,34.132,POINT (875241.0360808134 6928826.048833098),h2
35120,47912,9.469,POINT (817264.2868028051 7084591.889936023),h2
35123,47696,6.084,POINT (1310392.8217738974 6910030.24913854),h2
35125,47785,18.717,POINT (962711.7731250081 6267344.560454741),h2
35128,48114,10.691,POINT (1480760.7345830456 6841856.070893548),h2
35130,47521,13.136,POINT (980497.5108080312 6923324.457251651),h2
35131,48554,6.1,POINT (781423.8635470029 6822588.252173902),h2
35134,48372,37.523,POINT (1105814.4256931418 6719773.793393234),h2
35135,47462,53.31,POINT (1024428.8572936702 6811264.859971692),h2
35138,48046,6.883,POINT (826248.3263072759 6691941.59361746),h2
35140,47525,25.451,POINT (1043045.3723364832 7199302.412554645),h2
35143,47613,23.352,POINT (865603.1058874221 6625509.3489016695),h2
35144,48216,12.255,POINT (857742.2800450554 6670481.565355553),h2
35148,48113,9.196,POINT (833972.2291759675 6694319.412866445),h2
35153,47598,5.107,POINT (767558.9096492098 6765999.941666208),h2
35154,47853,14.726,POINT (1493352.6387841268 6859847.457514937),h2
35160,47589,3.891,POINT (898970.2326967797 6689575.169146843),h2
35161,47498,9.835,POINT (838353.9869725723 6382513.866479716),h2
35164,47738,7.419,POINT (1437785.9564817932 6854219.015064898),h2
35165,47645,12.048,POINT (1560330.4594486973 6667422.221555681),h2
35166,48553,32.303,POINT (1068770.638741864 6030297.861735746),h2
35172,47623,23.624,POINT (962007.8999847223 6517924.083456195),h2
35179,47792,44.186,POINT (826446.4750008882 6922909.167302936),h2
35188,48220,25.107,POINT (1125929.857679486 6133564.5962474),h2
35199,47801,3.946,POINT (1108234.5114229873 6793356.844531916),h2
35205,47678,7.157,POINT (1316668.569386859 6695522.23763144),h2
35212,47709,26.103,POINT (1362311.8983214078 7189349.504415642),h2
35214,47744,31.882,POINT (1410674.5397770545 6792265.5406040205),h2
35225,47409,24.704,POINT (877280.9657496001 6880025.786876196),h2
35226,47668,6.013,POINT (1374253.362737784 6650215.328204258),h2
35227,47507,46.173,POINT (871325.0390336876 6043290.092186076),h2
35228,47529,7.298,POINT (1051698.7929532984 7082658.678258134),h2
35230,47605,5.563,POINT (702522.5009040739 6616252.359201611),h2
35232,47474,13.232,POINT (711628.6578899455 6583977.666590278),h2
35235,47637,37.286,POINT (1597815.0715835164 6713564.461847136),h2
35238,47755,52.548,POINT (1016578.7181224193 6409436.967344614),h2
35274,47641,14.287,POINT (1526686.035787774 6618203.533137696),h2
35288,47682,9.681,POINT (1300916.5274811382 6775097.18019499),h2
35293,48142,9.059,POINT (1438592.9114705538 6596037.5530506),h2
35298,47448,8.209,POINT (1364878.1465426649 6745202.023628058),h2
35301,47664,1.989,POINT (1391577.569811978 6649055.714030546),h2
35317,48063,3.117,POINT (751039.2085349788 6692128.938846055),h2
35331,48372,19.394,POINT (1105814.4256931418 6719773.793393234),h2
35335,47627,4.697,POINT (782429.5238268289 6832005.839920459),h2
35347,47576,10.429,POINT (1112519.6439015835 6603262.2491831295),h2
35352,47408,15.492,POINT (891855.4700817093 6857668.450768503),h2
35353,47482,18.438,POINT (1242912.7275668676 6338075.926075893),h2
35376,47385,43.214,POINT (970066.2066037565 6584438.323518664),h2
35383,47657,37.282,POINT (1383565.5721011136 6576053.508316962),h2
35402,47401,4.96,POINT (1103376.8628032415 6866964.113459353),h2
35403,48539,49.619,POINT (717558.7584839938 6364753.128525833),h2
35407,47779,50.268,POINT (929185.9047217795 6126772.459433729),h2
35411,47439,12.286,POINT (1520510.3643970352 7198214.601712621),h2
35415,47592,62.785,POINT (957336.4888730734 6693873.240128078),h2
35416,48299,16.933,POINT (1077717.3862169194 6545423.555995764),h2
35433,47762,48.951,POINT (1044955.5034790051 6095206.088459782),h2
35435,47537,14.227,POINT (1181595.7256481166 7168189.93393188),h2
35437,47486,8.031,POINT (1087307.7829877415 6406054.963360299),h2
35439,48383,69.394,POINT (1185708.424235474 6443505.383812664),h2
35445,47754,31.89,POINT (1102709.5024559358 6418467.121969933),h2
35447,47524,52.019,POINT (1033643.2168245926 7323838.710394305),h2
35449,48269,18.398,POINT (1555255.7378219042 6712401.00718684),h2
35457,47436,2.106,POINT (1387419.341552886 6214046.7679438675),h2
35459,47465,43.919,POINT (1049174.7348190518 6512212.327745468),h2
35461,48220,2.059,POINT (1125929.857679486 6133564.5962474),h2
35464,47574,13.49,POINT (1036523.942607341 6542297.057866151),h2
35474,48091,14.523,POINT (788197.6545617734 6574340.423003753),h2
35482,47380,22.435,POINT (896895.1260689024 6516386.835615224),h2
35486,47746,23.464,POINT (1517652.2364709182 6733527.912335939),h2
35491,47525,46.306,POINT (1043045.3723364832 7199302.412554645),h2
35493,48544,44.562,POINT (806420.6552046324 6299938.131122295),h2
35499,47669,3.333,POINT (1378723.7308490602 6630927.412884921),h2
35505,47525,51.923,POINT (1043045.3723364832 7199302.412554645),h2
35507,47665,34.888,POINT (1441001.4199733569 6685549.453309992),h2
35522,47386,11.608,POINT (889861.0700846572 6591194.416762726),h2
35524,47524,32.329,POINT (1033643.2168245926 7323838.710394305),h2
35526,47632,18.15,POINT (1651633.3699634508 6642948.483992473),h2
35528,47540,8.539,POINT (1028999.7469051329 7046149.212837727),h2
35531,47462,17.461,POINT (1024428.8572936702 6811264.859971692),h2
35537,47619,49.026,POINT (1115260.1071259326 6303960.705681825),h2
35541,47712,19.342,POINT (1434380.5819389364 7154219.495615359),h2
35548,48240,36.694,POINT (1127299.0874162435 7232426.486146949),h2
35551,47748,22.221,POINT (1338312.5293012857 6759764.938625811),h2
35561,47937,30.243,POINT (1401875.2906273005 6150693.971450173),h2
35573,47661,22.691,POINT (1400222.6414669834 6691632.215769051),h2
35575,47793,21.764,POINT (826829.525368708 6904949.270716516),h2
35578,47719,10.572,POINT (1498026.9442025365 7148474.299203462),h2
35580,47489,8.704,POINT (915376.3879304016 6379272.608898716),h2
35583,47601,6.91,POINT (705235.6908531784 6706353.504539252),h2
35595,48383,66.187,POINT (1185708.424235474 6443505.383812664),h2
35599,47596,5.615,POINT (817658.580439195 6747404.126822246),h2
35601,47701,34.32,POINT (1354823.6588147257 7008769.031826947),h2
35609,47698,19.198,POINT (1304092.4725534704 7012473.896601986),h2
35622,47570,14.581,POINT (935841.1404788553 6883948.517701996),h2
35630,47856,12.694,POINT (1387468.767406798 6130876.524006632),h2
35638,48083,24.406,POINT (1317187.8748114095 6910943.476648545),h2
35651,47524,60.137,POINT (1033643.2168245926 7323838.710394305),h2
35655,47361,4.464,POINT (699545.1498033172 6677752.076867127),h2
35660,47650,8.615,POINT (1525069.3428229832 6699280.534178894),h2
35672,47381,41.329,POINT (881939.0185223535 6509558.6949413065),h2
35694,48290,5.107,POINT (936653.3274836831 6444890.497196431),h2
35702,48107,0.215,POINT (917038.8332059084 6450849.111876087),h2
35703,47420,10.954,POINT (1222589.907369175 6151573.416554876),h2
35704,48317,8.449,POINT (1289714.2244836295 6603076.749255754),h2
35711,48371,13.137,POINT (1261171.9070442342 6566095.719826671),h2
35716,48142,0.502,POINT (1438592.9114705538 6596037.5530506),h2
35721,47524,60.889,POINT (1033643.2168245926 7323838.710394305),h2
35725,48174,33.388,POINT (1230681.4985159566 6071906.308604201),h2
35732,47376,6.454,POINT (791058.8994336331 6568083.889867867),h2
35734,47592,65.064,POINT (957336.4888730734 6693873.240128078),h2
35740,48189,6.293,POINT (747728.2329203148 6701480.431948911),h2
35750,47768,33.053,POINT (1090403.24406823 6295160.721362044),h2
35762,47851,5.077,POINT (952163.1381774376 6404135.902779186),h2
35793,47657,40.318,POINT (1383565.5721011136 6576053.508316962),h2
35797,47671,7.554,POINT (1373931.6494093912 6746566.323280343),h2
35799,47361,17.374,POINT (699545.1498033172 6677752.076867127),h2
35804,47771,16.638,POINT (1011631.4573125847 6302372.622493805),h2
35824,47763,33.912,POINT (1001238.1130546707 6081469.247041291),h2
35829,48537,14.706,POINT (899349.8321603849 6231544.78729819),h2
35832,48383,70.272,POINT (1185708.424235474 6443505.383812664),h2
35842,47427,11.832,POINT (1180777.082112823 6034916.080907668),h2
35851,48157,3.682,POINT (1131415.1255883246 6217334.170653683),h2
35852,47372,12.227,POINT (775601.6315395329 6688760.59282214),h2
35866,48544,35.206,POINT (806420.6552046324 6299938.131122295),h2
35868,47691,9.384,POINT (1265229.3911641582 6863277.435871994),h2
35876,47386,12.35,POINT (889861.0700846572 6591194.416762726),h2
