AC ID,H2 ID,Distance to H2 [km],Point H2,H2 Type
31942,47594,1.703,POINT (815566.4419292262 6699268.033410805),h2
31944,47383,3.218,POINT (963348.4092928548 6546144.10458894),h2
31945,48189,2.254,POINT (747728.2329203148 6701480.431948911),h2
31949,48219,0.564,POINT (748901.874311748 6708609.8415225325),h2
31952,47772,27.435,POINT (1009694.943450745 6268320.251957903),h2
31955,47444,20.525,POINT (1490132.945151913 6577002.6395302955),h2
31957,47780,2.904,POINT (956428.0105087096 6118702.165027337),h2
31959,47619,41.751,POINT (1115260.1071259326 6303960.705681825),h2
31960,47415,32.762,POINT (1186317.2305306226 6204042.927296282),h2
31961,47567,18.955,POINT (871856.8122412068 7010521.945837418),h2
31965,48174,14.024,POINT (1230681.4985159566 6071906.308604201),h2
31966,47450,33.542,POINT (1404029.434093641 6582736.873811978),h2
31968,47514,28.659,POINT (879934.4884516392 7078187.122234774),h2
31969,47514,26.61,POINT (879934.4884516392 7078187.122234774),h2
31970,47514,8.927,POINT (879934.4884516392 7078187.122234774),h2
31972,47486,25.796,POINT (1087307.7829877415 6406054.963360299),h2
31977,47527,25.453,POINT (1135552.75974162 7220809.129242095),h2
31979,47688,7.279,POINT (1293052.9186515014 6838050.963818168),h2
31989,47787,11.399,POINT (1018161.1246840457 6225460.406114642),h2
31992,47966,36.327,POINT (1192275.1609973693 7019476.450319804),h2
31993,48556,10.941,POINT (830186.2532940882 7111961.970883027),h2
31995,47912,24.011,POINT (817264.2868028051 7084591.889936023),h2
31996,47549,9.626,POINT (789617.0893888786 7059707.655178606),h2
31997,47912,15.418,POINT (817264.2868028051 7084591.889936023),h2
31998,47912,5.517,POINT (817264.2868028051 7084591.889936023),h2
32000,47625,15.493,POINT (815598.6132620655 7071547.729993621),h2
32001,48540,13.77,POINT (811178.4502411368 7041456.107159999),h2
32005,47611,8.037,POINT (810892.0251913258 6613567.689445226),h2
32006,47734,9.283,POINT (1493923.7077718966 6866440.883815099),h2
32009,47558,14.494,POINT (1061660.5515454067 6967931.846831756),h2
32010,47559,23.915,POINT (1086921.949632652 7005958.12165234),h2
32011,47506,21.694,POINT (850185.8016905172 6081870.670553716),h2
32014,48538,13.346,POINT (826390.59261651 7026361.4865901815),h2
32016,48538,25.515,POINT (826390.59261651 7026361.4865901815),h2
32017,48063,4.616,POINT (751039.2085349788 6692128.938846055),h2
32018,47751,10.111,POINT (1239893.5203375726 6351265.150335973),h2
32021,47434,37.575,POINT (1287850.7362077504 6234483.998079453),h2
32025,47584,19.24,POINT (947438.6276686804 6738825.75608808),h2
32026,47584,9.973,POINT (947438.6276686804 6738825.75608808),h2
32027,48211,7.838,POINT (1526746.8162297471 6643789.372735645),h2
32028,48316,0.541,POINT (1043609.0942378605 6227079.1630553035),h2
32029,48316,0.513,POINT (1043609.0942378605 6227079.1630553035),h2
32031,47402,17.022,POINT (1036573.4797807438 6824532.916261719),h2
32032,47566,22.88,POINT (968595.2308524143 7143284.016666414),h2
32033,47567,12.188,POINT (871856.8122412068 7010521.945837418),h2
32035,48272,45.724,POINT (904827.0850658861 7057930.056585448),h2
32036,47410,8.813,POINT (899829.2852072314 6839715.897582878),h2
32038,47469,7.723,POINT (1055627.9257003379 7063957.651486923),h2
32040,48265,0.762,POINT (1093435.6983169296 6797431.79154309),h2
32041,47677,21.056,POINT (1191392.842713342 6660228.4232576825),h2
32042,47677,25.149,POINT (1191392.842713342 6660228.4232576825),h2
32043,48331,7.013,POINT (1227842.8515007282 6618605.459018463),h2
32044,47751,21.283,POINT (1239893.5203375726 6351265.150335973),h2
32045,48272,33.107,POINT (904827.0850658861 7057930.056585448),h2
32050,47933,54.751,POINT (1286374.862398813 6780571.212062909),h2
32053,47544,20.368,POINT (1222903.383055249 6949219.719489236),h2
32054,47542,14.018,POINT (1191737.0425788746 6976332.058367043),h2
32056,47759,20.165,POINT (1100229.972118006 6194808.701154704),h2
32058,47758,13.525,POINT (1088533.633220357 6167039.614344131),h2
32059,47583,10.359,POINT (928747.9738449989 6739347.798041204),h2
32060,47548,10.436,POINT (844318.1513308036 7014466.066124992),h2
32063,47541,5.04,POINT (1003521.3871303315 6989265.042468032),h2
32064,47413,12.801,POINT (944588.4034264095 6791313.095713942),h2
32065,47435,41.133,POINT (1314941.3361677104 6173867.5250343),h2
32067,48539,49.485,POINT (717558.7584839938 6364753.128525833),h2
32072,47435,11.067,POINT (1314941.3361677104 6173867.5250343),h2
32073,47759,7.251,POINT (1100229.972118006 6194808.701154704),h2
32074,47784,16.913,POINT (1092580.0967106926 6209944.606232817),h2
32075,47535,33.336,POINT (1166083.4659255648 7129442.703621448),h2
32079,47966,3.707,POINT (1192275.1609973693 7019476.450319804),h2
32080,47582,10.796,POINT (908139.1738754583 6770882.8294762485),h2
32081,48290,19.352,POINT (936653.3274836831 6444890.497196431),h2
32083,47584,6.6,POINT (947438.6276686804 6738825.75608808),h2
32084,48382,40.838,POINT (1190973.836149996 6556367.3844726095),h2
32087,48537,8.005,POINT (899349.8321603849 6231544.78729819),h2
32091,47435,21.007,POINT (1314941.3361677104 6173867.5250343),h2
32094,47398,15.927,POINT (926240.168356408 6781079.710347677),h2
32095,47470,15.007,POINT (935460.761778815 6777448.588421305),h2
32096,47403,22.95,POINT (948599.9125966355 6807688.590939424),h2
32102,47555,6.655,POINT (1031157.6752341605 6924088.999488564),h2
32106,47385,4.03,POINT (970066.2066037565 6584438.323518664),h2
32107,48382,45.531,POINT (1190973.836149996 6556367.3844726095),h2
32109,47723,35.037,POINT (1462884.0488760443 6979170.083027083),h2
32112,48428,32.884,POINT (1494218.1478250448 7221189.025784708),h2
32113,48428,13.937,POINT (1494218.1478250448 7221189.025784708),h2
32114,48054,6.275,POINT (1490011.3842679667 7188605.327761105),h2
32115,48123,1.168,POINT (1346041.998144517 7193486.282451761),h2
32117,48382,19.357,POINT (1190973.836149996 6556367.3844726095),h2
32118,48382,2.622,POINT (1190973.836149996 6556367.3844726095),h2
32119,48331,11.076,POINT (1227842.8515007282 6618605.459018463),h2
32120,47676,21.387,POINT (1208738.4231297683 6668499.755715097),h2
32122,47720,17.709,POINT (1522149.8778574385 7165388.9449608615),h2
32126,47493,13.963,POINT (755779.6377309195 6489757.131356673),h2
32127,47807,57.418,POINT (1455710.5095698354 6247984.557155447),h2
32131,47707,27.284,POINT (1337655.1877081515 7193097.274996377),h2
32132,47606,13.469,POINT (680682.7300053417 6623898.110411019),h2
32133,47575,76.301,POINT (1091976.5224316115 6583861.978131927),h2
32135,47968,17.027,POINT (1228011.5005292802 6648446.773785105),h2
32137,48072,16.664,POINT (1137751.987601732 6586044.837349793),h2
32139,47710,31.152,POINT (1369905.5573858707 7138357.820255969),h2
32143,47465,13.612,POINT (1049174.7348190518 6512212.327745468),h2
32144,47690,23.867,POINT (1319920.3230324213 6848320.74359717),h2
32146,47690,4.408,POINT (1319920.3230324213 6848320.74359717),h2
32148,47485,16.113,POINT (1167112.9485764208 6372787.159760696),h2
32149,47802,27.582,POINT (1107603.8865076436 6760896.321830966),h2
32154,48100,29.089,POINT (1104634.439090733 6411711.138972004),h2
32155,47484,45.49,POINT (1193330.4697700897 6360699.314908362),h2
32157,47777,2.697,POINT (936349.7592322899 6264978.954727864),h2
32160,47692,16.043,POINT (1252846.7676057685 6895504.801774712),h2
32161,48378,17.598,POINT (1152501.8201318406 6739365.564926328),h2
32164,47424,30.032,POINT (1234537.1603990723 6063469.5596629605),h2
32165,47592,45.269,POINT (957336.4888730734 6693873.240128078),h2
32169,48378,3.218,POINT (1152501.8201318406 6739365.564926328),h2
32171,47606,8.715,POINT (680682.7300053417 6623898.110411019),h2
32173,48240,45.971,POINT (1127299.0874162435 7232426.486146949),h2
32174,47765,13.971,POINT (1113272.274978837 6154378.747110237),h2
32175,48220,22.27,POINT (1125929.857679486 6133564.5962474),h2
32176,48220,16.105,POINT (1125929.857679486 6133564.5962474),h2
32177,48220,8.624,POINT (1125929.857679486 6133564.5962474),h2
32179,47765,13.219,POINT (1113272.274978837 6154378.747110237),h2
32182,47757,27.504,POINT (1064164.46085182 6101318.0183527805),h2
32183,47758,26.006,POINT (1088533.633220357 6167039.614344131),h2
32184,47758,5.659,POINT (1088533.633220357 6167039.614344131),h2
32185,47758,5.671,POINT (1088533.633220357 6167039.614344131),h2
32188,47505,24.068,POINT (915621.2908101468 6261930.204468201),h2
32190,47512,8.156,POINT (926489.8579742573 6278224.593470963),h2
32191,47776,10.61,POINT (941649.9028279393 6282531.823794323),h2
32192,47776,16.606,POINT (941649.9028279393 6282531.823794323),h2
32193,47773,11.28,POINT (958222.3693808063 6307056.012310809),h2
32194,47428,8.969,POINT (1341341.1986872985 6090927.915267999),h2
32195,48366,32.078,POINT (1019218.9938050541 6444232.539612888),h2
32196,47424,15.8,POINT (1234537.1603990723 6063469.5596629605),h2
32197,47592,65.787,POINT (957336.4888730734 6693873.240128078),h2
32200,47592,45.103,POINT (957336.4888730734 6693873.240128078),h2
32202,47379,4.412,POINT (809484.835508208 6558828.060733061),h2
32204,47780,14.795,POINT (956428.0105087096 6118702.165027337),h2
32206,47767,13.87,POINT (1117558.2980133595 6246628.493499358),h2
32209,48539,53.218,POINT (717558.7584839938 6364753.128525833),h2
32211,47780,5.002,POINT (956428.0105087096 6118702.165027337),h2
32212,47484,45.055,POINT (1193330.4697700897 6360699.314908362),h2
32213,47807,38.411,POINT (1455710.5095698354 6247984.557155447),h2
32214,47807,47.179,POINT (1455710.5095698354 6247984.557155447),h2
32215,47807,50.54,POINT (1455710.5095698354 6247984.557155447),h2
32216,47807,33.212,POINT (1455710.5095698354 6247984.557155447),h2
32223,48366,28.086,POINT (1019218.9938050541 6444232.539612888),h2
32227,48378,21.984,POINT (1152501.8201318406 6739365.564926328),h2
32232,47397,13.302,POINT (888283.8955390977 6764738.947917236),h2
32233,47397,3.612,POINT (888283.8955390977 6764738.947917236),h2
32234,47397,10.939,POINT (888283.8955390977 6764738.947917236),h2
32235,47581,13.981,POINT (895510.2002839433 6801769.9332834305),h2
32236,47465,23.613,POINT (1049174.7348190518 6512212.327745468),h2
32241,47581,12.965,POINT (895510.2002839433 6801769.9332834305),h2
32242,47397,3.814,POINT (888283.8955390977 6764738.947917236),h2
32244,47463,22.298,POINT (975356.7767231977 6776523.3037242815),h2
32245,47572,63.24,POINT (976741.1459107029 6766547.861665579),h2
32246,47592,58.538,POINT (957336.4888730734 6693873.240128078),h2
32247,47584,38.812,POINT (947438.6276686804 6738825.75608808),h2
32248,47592,32.08,POINT (957336.4888730734 6693873.240128078),h2
32249,47592,24.949,POINT (957336.4888730734 6693873.240128078),h2
32250,47584,19.756,POINT (947438.6276686804 6738825.75608808),h2
32251,47462,45.069,POINT (1024428.8572936702 6811264.859971692),h2
32253,47572,34.133,POINT (976741.1459107029 6766547.861665579),h2
32255,47462,55.236,POINT (1024428.8572936702 6811264.859971692),h2
32256,48537,20.363,POINT (899349.8321603849 6231544.78729819),h2
32257,47582,3.165,POINT (908139.1738754583 6770882.8294762485),h2
32258,48314,1.903,POINT (987025.3970676395 6804864.137465756),h2
32259,48292,40.287,POINT (1009834.7607311814 6192275.194911757),h2
32261,47592,10.985,POINT (957336.4888730734 6693873.240128078),h2
32264,47592,2.318,POINT (957336.4888730734 6693873.240128078),h2
32267,47589,11.651,POINT (898970.2326967797 6689575.169146843),h2
32268,47589,7.08,POINT (898970.2326967797 6689575.169146843),h2
32272,47588,9.83,POINT (883492.2593773922 6711367.560865993),h2
32274,47593,9.424,POINT (855369.393779306 6707742.949543602),h2
32280,48554,6.562,POINT (781423.8635470029 6822588.252173902),h2
32283,47862,8.342,POINT (935161.5349875626 7019012.09753895),h2
32284,48311,1.641,POINT (1224692.5099112785 6376086.701106101),h2
32285,47534,18.661,POINT (1140194.4485492269 7091917.268047727),h2
32286,47482,22.272,POINT (1242912.7275668676 6338075.926075893),h2
32289,47683,47.642,POINT (1230695.0794938335 6707873.451205833),h2
32294,48094,27.546,POINT (1234984.1081546075 6952953.63333466),h2
32296,47785,22.532,POINT (962711.7731250081 6267344.560454741),h2
32297,47884,9.514,POINT (1130978.1965869614 6866560.840779072),h2
32298,47422,22.184,POINT (1272761.9358281759 6112300.503682549),h2
32300,47433,0.917,POINT (1301232.118237537 6146605.129771399),h2
32301,47786,12.737,POINT (999385.0888109254 6238264.022054098),h2
32303,47772,19.067,POINT (1009694.943450745 6268320.251957903),h2
32304,47785,0.565,POINT (962711.7731250081 6267344.560454741),h2
32305,47785,12.874,POINT (962711.7731250081 6267344.560454741),h2
32306,47772,10.286,POINT (1009694.943450745 6268320.251957903),h2
32310,48235,20.013,POINT (964616.7835709534 6255066.065783589),h2
32312,47741,0.769,POINT (1433257.5909158136 6890009.349857273),h2
32313,48235,7.444,POINT (964616.7835709534 6255066.065783589),h2
32314,47431,60.658,POINT (1382701.3988940853 6093362.64341872),h2
32317,47417,4.632,POINT (1119923.0579562811 6175052.549186693),h2
32318,47416,12.701,POINT (1134096.8121215347 6169538.145224827),h2
32319,48378,30.277,POINT (1152501.8201318406 6739365.564926328),h2
32320,47421,11.859,POINT (1204015.916371845 6146303.785054705),h2
32321,47567,18.527,POINT (871856.8122412068 7010521.945837418),h2
32322,47967,5.294,POINT (1472160.3020438482 6893469.769896169),h2
32327,47530,23.815,POINT (1055797.576604307 7105284.657557967),h2
32328,47433,9.653,POINT (1301232.118237537 6146605.129771399),h2
32329,47783,27.265,POINT (1058491.6196009947 6214181.71008366),h2
32333,47604,4.427,POINT (756202.0951984801 6673786.658258773),h2
32334,48139,26.119,POINT (1014153.9569739603 6232682.665145555),h2
32338,47436,46.264,POINT (1387419.341552886 6214046.7679438675),h2
32350,47774,10.451,POINT (954301.9195540487 6321888.760978968),h2
32356,47774,6.256,POINT (954301.9195540487 6321888.760978968),h2
32358,47773,17.788,POINT (958222.3693808063 6307056.012310809),h2
32359,47910,7.123,POINT (962273.8422482273 6330610.488699857),h2
32377,48082,8.456,POINT (1022536.3146306938 6189419.077024017),h2
32384,47557,18.12,POINT (1098219.9873922428 6894344.163107844),h2
32385,48537,15.641,POINT (899349.8321603849 6231544.78729819),h2
32386,47505,12.096,POINT (915621.2908101468 6261930.204468201),h2
32391,48316,23.277,POINT (1043609.0942378605 6227079.1630553035),h2
32393,47526,20.527,POINT (1081195.8976652278 7158059.515147138),h2
32394,47434,45.369,POINT (1287850.7362077504 6234483.998079453),h2
32395,47483,20.155,POINT (1233613.2086254882 6337067.171512038),h2
32396,47483,7.641,POINT (1233613.2086254882 6337067.171512038),h2
32398,47379,21.387,POINT (809484.835508208 6558828.060733061),h2
32399,47379,17.292,POINT (809484.835508208 6558828.060733061),h2
32400,47612,10.239,POINT (833588.5108912033 6609191.627443374),h2
32403,47652,10.853,POINT (1487951.9736882914 6641885.125417695),h2
32405,48311,32.876,POINT (1224692.5099112785 6376086.701106101),h2
32406,48383,36.042,POINT (1185708.424235474 6443505.383812664),h2
32411,47423,41.317,POINT (1311471.507639684 6109873.381700609),h2
32413,48184,45.411,POINT (1349034.1547375494 6063332.835249396),h2
32418,48316,16.048,POINT (1043609.0942378605 6227079.1630553035),h2
32420,48316,21.06,POINT (1043609.0942378605 6227079.1630553035),h2
32421,48316,19.594,POINT (1043609.0942378605 6227079.1630553035),h2
32422,47422,50.321,POINT (1272761.9358281759 6112300.503682549),h2
32427,47547,6.99,POINT (970294.6341988643 7013125.581471446),h2
32432,48082,5.454,POINT (1022536.3146306938 6189419.077024017),h2
32435,47552,16.863,POINT (775689.5739372598 6893019.988346206),h2
32449,47915,15.675,POINT (762484.6333003801 6892042.408456365),h2
32451,47552,12.512,POINT (775689.5739372598 6893019.988346206),h2
32452,47548,42.737,POINT (844318.1513308036 7014466.066124992),h2
32454,47792,31.291,POINT (826446.4750008882 6922909.167302936),h2
32455,47792,7.827,POINT (826446.4750008882 6922909.167302936),h2
32456,47795,10.293,POINT (875241.0360808134 6928826.048833098),h2
32460,47567,16.677,POINT (871856.8122412068 7010521.945837418),h2
32466,48114,32.547,POINT (1480760.7345830456 6841856.070893548),h2
32467,47737,36.772,POINT (1438007.2596294903 6832125.648806946),h2
32469,47747,34.798,POINT (1516515.2191919554 6787070.450239382),h2
32470,47709,27.083,POINT (1362311.8983214078 7189349.504415642),h2
32471,47710,18.695,POINT (1369905.5573858707 7138357.820255969),h2
32474,47708,12.413,POINT (1335958.9013074436 7152575.12762977),h2
32476,47380,1.144,POINT (896895.1260689024 6516386.835615224),h2
32480,47479,17.499,POINT (1346250.2769117912 6325850.308155921),h2
32484,47420,30.347,POINT (1222589.907369175 6151573.416554876),h2
32486,47418,23.725,POINT (1211903.3475725118 6169454.687074917),h2
32487,48383,25.813,POINT (1185708.424235474 6443505.383812664),h2
32488,48107,10.546,POINT (917038.8332059084 6450849.111876087),h2
32490,47434,9.724,POINT (1287850.7362077504 6234483.998079453),h2
32491,47573,39.271,POINT (1307081.5122007607 6256924.313875965),h2
32495,47480,20.701,POINT (1350972.5610307325 6369504.875886611),h2
32497,47540,6.476,POINT (1028999.7469051329 7046149.212837727),h2
32498,47530,39.945,POINT (1055797.576604307 7105284.657557967),h2
32499,47769,19.955,POINT (1073359.673430326 6269525.144717481),h2
32506,47593,11.874,POINT (855369.393779306 6707742.949543602),h2
32507,48544,25.061,POINT (806420.6552046324 6299938.131122295),h2
32510,47722,55.019,POINT (1457746.5430564443 7053449.076453248),h2
32511,48371,67.455,POINT (1261171.9070442342 6566095.719826671),h2
32512,47790,7.248,POINT (805969.3659889566 6864829.477141101),h2
32513,47612,9.841,POINT (833588.5108912033 6609191.627443374),h2
32518,48058,5.517,POINT (832335.8326613065 6713742.643927456),h2
32521,47484,37.691,POINT (1193330.4697700897 6360699.314908362),h2
32524,47681,21.783,POINT (1309030.0485676061 6755093.175365427),h2
32526,47800,43.558,POINT (1153501.1352006919 6828023.206235491),h2
32529,47385,15.853,POINT (970066.2066037565 6584438.323518664),h2
32537,48544,4.908,POINT (806420.6552046324 6299938.131122295),h2
32540,48216,20.02,POINT (857742.2800450554 6670481.565355553),h2
32542,47767,11.916,POINT (1117558.2980133595 6246628.493499358),h2
32543,48157,12.634,POINT (1131415.1255883246 6217334.170653683),h2
32544,47435,19.329,POINT (1314941.3361677104 6173867.5250343),h2
32548,47435,25.747,POINT (1314941.3361677104 6173867.5250343),h2
32550,47725,27.665,POINT (1488151.903493756 6932046.658259232),h2
32551,48537,20.252,POINT (899349.8321603849 6231544.78729819),h2
32552,47697,1.339,POINT (1375699.2916036975 6897327.511071109),h2
32555,47724,29.109,POINT (1549328.197576144 7047538.160658618),h2
32556,47724,37.932,POINT (1549328.197576144 7047538.160658618),h2
32557,47739,17.187,POINT (1429743.3459109608 6870755.353373274),h2
32562,47496,9.124,POINT (814333.0219712367 6423818.921188078),h2
32566,47742,10.824,POINT (1386360.8045149327 6823235.031333975),h2
32570,48254,14.632,POINT (1290827.4193915625 6138338.797401332),h2
32573,47592,22.723,POINT (957336.4888730734 6693873.240128078),h2
32574,47428,20.391,POINT (1341341.1986872985 6090927.915267999),h2
32577,47496,32.629,POINT (814333.0219712367 6423818.921188078),h2
32579,47769,15.349,POINT (1073359.673430326 6269525.144717481),h2
32588,47475,23.976,POINT (1430028.8804048456 6263760.305620913),h2
32592,47590,48.186,POINT (938030.1269458145 6655308.534423015),h2
32593,47769,9.598,POINT (1073359.673430326 6269525.144717481),h2
32595,47633,15.289,POINT (1667353.6858142954 6647248.548510967),h2
32602,47770,1.282,POINT (1027183.1241348772 6308996.608182924),h2
32619,47526,29.857,POINT (1081195.8976652278 7158059.515147138),h2
32622,47419,23.634,POINT (1215634.5542649205 6183519.522473496),h2
32623,47566,38.058,POINT (968595.2308524143 7143284.016666414),h2
32624,47525,31.535,POINT (1043045.3723364832 7199302.412554645),h2
32625,47476,21.867,POINT (1414940.5253032346 6270665.423715497),h2
32627,48372,39.919,POINT (1105814.4256931418 6719773.793393234),h2
32628,48347,2.192,POINT (1434073.3401443467 6238864.312261068),h2
32629,47551,8.804,POINT (814533.5083741554 6880240.906651363),h2
32630,48184,3.916,POINT (1349034.1547375494 6063332.835249396),h2
32631,47788,11.383,POINT (854220.242675847 6034531.684958359),h2
32632,47480,65.755,POINT (1350972.5610307325 6369504.875886611),h2
32633,47480,37.842,POINT (1350972.5610307325 6369504.875886611),h2
32634,47795,27.943,POINT (875241.0360808134 6928826.048833098),h2
32638,47640,9.818,POINT (1608838.4841593204 6649142.683834907),h2
32640,47522,11.022,POINT (897014.5718825235 6942131.604626013),h2
32641,47569,15.629,POINT (931098.4848930989 6974793.036913159),h2
32643,47514,27.899,POINT (879934.4884516392 7078187.122234774),h2
32647,47877,21.896,POINT (880769.273313098 7068741.851488027),h2
32648,47795,12.646,POINT (875241.0360808134 6928826.048833098),h2
32650,48366,4.278,POINT (1019218.9938050541 6444232.539612888),h2
32653,47515,27.056,POINT (911289.5154649082 6996851.45768085),h2
32654,47567,24.889,POINT (871856.8122412068 7010521.945837418),h2
32658,47707,41.24,POINT (1337655.1877081515 7193097.274996377),h2
32659,47434,2.701,POINT (1287850.7362077504 6234483.998079453),h2
32660,47576,13.73,POINT (1112519.6439015835 6603262.2491831295),h2
32661,48332,1.723,POINT (1145544.3519572609 6618039.62092875),h2
32664,47802,11.711,POINT (1107603.8865076436 6760896.321830966),h2
32665,47576,25.261,POINT (1112519.6439015835 6603262.2491831295),h2
32666,47473,2.732,POINT (754497.4598359627 6595339.431005008),h2
32670,47527,6.968,POINT (1135552.75974162 7220809.129242095),h2
32672,47419,5.414,POINT (1215634.5542649205 6183519.522473496),h2
32673,47649,15.949,POINT (1521581.9258154114 6675631.03569141),h2
32674,48371,75.564,POINT (1261171.9070442342 6566095.719826671),h2
32676,48538,1.53,POINT (826390.59261651 7026361.4865901815),h2
32677,47651,26.496,POINT (1493615.6867408713 6657711.430197078),h2
32678,47372,13.759,POINT (775601.6315395329 6688760.59282214),h2
32681,47394,10.405,POINT (808166.1448202708 6692334.666703617),h2
32685,47452,7.816,POINT (1339150.4311084868 6585011.3631852465),h2
32689,47527,23.294,POINT (1135552.75974162 7220809.129242095),h2
32690,47436,35.719,POINT (1387419.341552886 6214046.7679438675),h2
32691,47743,2.359,POINT (1381221.0723055163 6872398.231224067),h2
32692,47780,13.697,POINT (956428.0105087096 6118702.165027337),h2
32693,47525,28.607,POINT (1043045.3723364832 7199302.412554645),h2
32694,47535,42.051,POINT (1166083.4659255648 7129442.703621448),h2
32697,47525,29.868,POINT (1043045.3723364832 7199302.412554645),h2
32701,47480,16.278,POINT (1350972.5610307325 6369504.875886611),h2
32702,47661,13.88,POINT (1400222.6414669834 6691632.215769051),h2
32706,47386,9.771,POINT (889861.0700846572 6591194.416762726),h2
32707,47494,27.516,POINT (773802.1519708598 6468482.1432261355),h2
32711,47482,48.458,POINT (1242912.7275668676 6338075.926075893),h2
32712,47723,32.357,POINT (1462884.0488760443 6979170.083027083),h2
32717,47576,28.984,POINT (1112519.6439015835 6603262.2491831295),h2
32723,48240,19.593,POINT (1127299.0874162435 7232426.486146949),h2
32724,48539,49.533,POINT (717558.7584839938 6364753.128525833),h2
32725,47383,22.86,POINT (963348.4092928548 6546144.10458894),h2
32726,47526,37.364,POINT (1081195.8976652278 7158059.515147138),h2
32728,47572,21.849,POINT (976741.1459107029 6766547.861665579),h2
32732,47526,37.894,POINT (1081195.8976652278 7158059.515147138),h2
32733,47568,7.239,POINT (821431.0866626882 6858210.77968816),h2
32736,47368,6.77,POINT (773839.7779587479 6706226.959370179),h2
32738,47778,54.856,POINT (882158.0952802347 6184794.197610433),h2
32739,48366,19.969,POINT (1019218.9938050541 6444232.539612888),h2
32740,47696,10.891,POINT (1310392.8217738974 6910030.24913854),h2
32741,47518,8.233,POINT (833257.0014476208 7031260.632503087),h2
32742,48240,42.377,POINT (1127299.0874162435 7232426.486146949),h2
32744,48149,17.827,POINT (1042852.1217004661 6876152.241206993),h2
32745,47406,7.235,POINT (1034640.750781591 6880606.879144874),h2
32746,47724,5.095,POINT (1549328.197576144 7047538.160658618),h2
32749,47434,7.569,POINT (1287850.7362077504 6234483.998079453),h2
32750,47505,28.72,POINT (915621.2908101468 6261930.204468201),h2
32752,47434,20.731,POINT (1287850.7362077504 6234483.998079453),h2
32755,47634,9.97,POINT (1650757.8421683616 6665162.831776597),h2
32756,48552,43.597,POINT (1578045.0639771037 7151621.849673391),h2
32757,47538,20.056,POINT (1206351.6219276695 7131091.119779128),h2
32760,47537,22.221,POINT (1181595.7256481166 7168189.93393188),h2
32762,47442,7.801,POINT (1512529.3135046118 6817048.960425594),h2
32764,48331,34.03,POINT (1227842.8515007282 6618605.459018463),h2
32776,48551,12.209,POINT (692105.5569141118 6568566.507267623),h2
32777,47436,36.787,POINT (1387419.341552886 6214046.7679438675),h2
32781,47436,18.932,POINT (1387419.341552886 6214046.7679438675),h2
32791,47436,24.459,POINT (1387419.341552886 6214046.7679438675),h2
32794,47724,60.209,POINT (1549328.197576144 7047538.160658618),h2
32795,47724,56.135,POINT (1549328.197576144 7047538.160658618),h2
32796,47524,58.926,POINT (1033643.2168245926 7323838.710394305),h2
32797,47513,13.486,POINT (825580.6320014981 7104615.977433051),h2
32799,47700,15.781,POINT (1392178.47242328 6940565.292650181),h2
32803,48196,12.456,POINT (790023.2942107832 6742542.6927507),h2
32804,47605,12.712,POINT (702522.5009040739 6616252.359201611),h2
32805,47381,52.187,POINT (881939.0185223535 6509558.6949413065),h2
32806,47421,30.097,POINT (1204015.916371845 6146303.785054705),h2
32812,47396,9.142,POINT (801607.6457006944 6827304.7446196135),h2
32813,48539,54.369,POINT (717558.7584839938 6364753.128525833),h2
32816,48091,2.684,POINT (788197.6545617734 6574340.423003753),h2
32818,47537,25.377,POINT (1181595.7256481166 7168189.93393188),h2
32821,47460,16.85,POINT (944354.0758982896 6836829.915803967),h2
32822,48366,9.978,POINT (1019218.9938050541 6444232.539612888),h2
32824,47581,22.577,POINT (895510.2002839433 6801769.9332834305),h2
32828,48366,13.729,POINT (1019218.9938050541 6444232.539612888),h2
32830,47744,44.851,POINT (1410674.5397770545 6792265.5406040205),h2
32831,47433,14.017,POINT (1301232.118237537 6146605.129771399),h2
32832,47577,29.714,POINT (935565.736058633 6428716.349145019),h2
32835,48428,47.221,POINT (1494218.1478250448 7221189.025784708),h2
32836,47636,15.423,POINT (1614813.8917861215 6693804.174768626),h2
32837,47372,5.854,POINT (775601.6315395329 6688760.59282214),h2
32839,47595,3.45,POINT (859918.6874095546 6740681.140136086),h2
32840,48022,2.132,POINT (767166.0631662003 6638977.554972913),h2
32845,47770,21.129,POINT (1027183.1241348772 6308996.608182924),h2
32846,47779,15.42,POINT (929185.9047217795 6126772.459433729),h2
32847,48216,22.421,POINT (857742.2800450554 6670481.565355553),h2
32848,47912,9.119,POINT (817264.2868028051 7084591.889936023),h2
32850,47764,5.998,POINT (987234.5663908396 6068711.083775472),h2
32852,48154,9.941,POINT (1217367.687417081 6173828.122078762),h2
32853,47419,4.373,POINT (1215634.5542649205 6183519.522473496),h2
32854,47760,34.682,POINT (1134172.7320142558 6141198.249823008),h2
32856,47421,4.641,POINT (1204015.916371845 6146303.785054705),h2
32857,47619,9.106,POINT (1115260.1071259326 6303960.705681825),h2
32862,47379,23.487,POINT (809484.835508208 6558828.060733061),h2
32864,47378,10.314,POINT (757014.0595643262 6556546.7455865415),h2
32865,47375,15.08,POINT (771268.0750824417 6586734.4206660185),h2
32867,47616,1.492,POINT (740675.3639421251 6569364.487318668),h2
32870,48292,36.168,POINT (1009834.7607311814 6192275.194911757),h2
32871,47616,15.05,POINT (740675.3639421251 6569364.487318668),h2
32874,47537,54.422,POINT (1181595.7256481166 7168189.93393188),h2
