bus,cluster,foreign,medoid_idx
12657,51,,
12660,51,,
12667,41,,
12671,41,,
12676,41,,
12679,41,,
1269,19,,
12704,41,,41
1271,19,,
12721,10,,
12722,10,,
12728,2,,
12729,26,,
1273,72,,
12731,2,,
12741,43,,
12746,,43763,
12754,59,,
12755,59,,
12756,59,,
12757,59,,
12758,,43761,
12759,61,,
1276,22,,
12761,61,,
12762,61,,
12768,72,,
12769,72,,
12774,1,,
12788,74,,
12789,,43773,
12797,1,,
12798,1,,
12806,43,,
12808,43,,
1281,40,,
12820,,43767,
12821,45,,
12822,45,,
12823,,43763,
12837,46,,
12839,46,,
1284,40,,
12840,46,,
12841,46,,
12843,40,,
12844,40,,
12855,70,,
12862,61,,
12863,61,,
12881,1,,
12884,1,,
12888,29,,
12893,8,,
12894,8,,
129,64,,
12902,12,,
12903,12,,
12904,12,,
12905,12,,
12907,12,,
12910,1,,
12921,1,,
12936,75,,
12939,64,,
12941,64,,
12954,43,,
12961,78,,
12962,22,,
12967,22,,
12972,,43763,
12980,70,,
12996,57,,
12998,,43767,
130,64,,
13000,69,,
13008,52,,
13010,52,,
13012,52,,
13018,5,,
13030,28,,
13039,69,,
13047,69,,
13048,69,,
13049,69,,
13053,40,,
13054,40,,
13056,40,,
13059,40,,
13065,23,,
13066,34,,
13067,34,,
13068,34,,
13074,,43761,
1308,42,,
13082,29,,
13093,34,,
13095,34,,
13097,69,,
13103,10,,
13113,75,,
13114,75,,
13120,1,,
13121,1,,
13124,66,,
13136,8,,
13137,8,,
13139,8,,
13140,8,,
13141,8,,
13162,,43770,
13166,64,,
13171,59,,
13192,28,,
13202,61,,
13205,52,,
13206,52,,
13208,52,,
13210,52,,
13215,64,,
13233,1,,
13234,1,,
1324,85,,
13244,41,,
13256,75,,
13262,1,,
13263,75,,
13264,1,,
13280,75,,
13282,1,,
13283,1,,
13290,78,,
13297,45,,
133,64,,
13304,12,,
13316,10,,
13319,10,,
13321,10,,
13323,28,,
13324,28,,
13327,1,,
13333,61,,
13334,61,,
13341,,43763,
13343,45,,
13344,45,,
13346,45,,
13349,29,,
13354,61,,
1336,8,,
13364,17,,
13365,17,,
13367,83,,
1337,8,,
13380,75,,
13381,75,,
13382,73,,
13383,75,,
13385,73,,
13399,40,,
134,53,,
13400,40,,
13402,40,,
13410,35,,
13412,,43761,
13420,40,,
13433,1,,
13434,1,,
13435,1,,
13436,1,,
13446,1,,
13447,44,,
13448,17,,
13464,48,,
13467,48,,
13472,49,,
13474,,43761,
13482,,43764,
1349,45,,
13493,56,,
13494,,43765,
135,64,,
13502,72,,
13504,72,,
13507,66,,
13508,66,,
13513,8,,
13537,66,,
1354,19,,
13543,64,,
13545,64,,
13558,26,,
13562,40,,
13563,40,,
13565,45,,
13575,75,,
13582,69,,
13587,,43767,
13588,65,,
13589,65,,
13593,65,,
1361,19,,
1362,19,,
1363,19,,
13635,70,,
13636,70,,
1364,19,,
13640,23,,
1365,19,,
13655,70,,
13663,34,,
13673,65,,
13675,73,,
13681,8,,
13696,25,,
13698,25,,
137,64,,
13707,17,,
1371,30,,
13713,49,,
13714,49,,
13724,,43763,
13729,83,,
13735,83,,
13736,83,,
1374,30,,
13740,83,,
13747,,43770,
13756,65,,
13758,46,,
13766,35,,
13780,23,,
13786,34,,
13787,34,,
13794,40,,
13795,40,,
138,64,,
13804,26,,26
13817,,43770,
13844,8,,
13846,8,,
13851,34,,
13859,65,,
13877,,43767,
13896,71,,
13905,46,,
13912,40,,
13914,40,,
1394,47,,
1396,47,,
13962,72,,
13991,45,,
13992,45,,
13993,45,,
13997,,43763,
14000,41,,
14002,41,,
14004,41,,
14010,11,,
14019,,43763,
14023,10,,
14032,17,,
14062,17,,
14068,41,,
1408,46,,
14087,,43767,
1409,46,,
1410,46,,
14102,10,,
1411,46,,
14122,45,,
14124,45,,
14126,45,,
14127,45,,
14128,45,,
1413,46,,
14144,35,,
14145,35,,
14146,35,,
14147,35,,
14149,65,,
14150,35,,
14152,35,,
14154,35,,
1416,52,,
14162,10,,
1417,52,,
14186,11,,
14189,45,,
14197,45,,
14206,13,,
14212,45,,
14216,,43763,
14256,1,,
14287,1,,
143,33,,
14305,11,,
14306,11,,
14307,11,,
14308,11,,
14317,,43763,
14322,5,,
1434,67,,
1439,67,,
14399,43,,
14406,70,,
14433,,43761,
14477,40,,
14479,24,,
14481,24,,
1449,73,,
1450,73,,
1453,73,,
14532,17,,
1455,73,,
14557,74,,
14569,84,,
1457,73,,
14621,69,,
1463,12,,
14631,70,,
14636,52,,
14652,64,,
14655,26,,
14657,56,,
14659,56,,
14664,44,,
14665,44,,
14671,44,,
14674,72,,
14676,72,,
14678,72,,
14691,23,,
14719,8,,
14721,8,,
14726,7,,
14739,72,,
14741,72,,
14747,25,,
1476,19,,
14765,58,,
14768,41,,
14769,,43765,
14770,56,,
14771,56,,
14774,67,,
14775,67,,
1478,19,,
14780,56,,
14786,,43763,
14787,45,,
14789,58,,
14791,58,,
14799,45,,
1480,19,,
14809,11,,
1481,19,,
14812,44,,
14832,54,,
1485,54,,
14855,69,,
1486,54,,
14860,0,,
14863,0,,
1488,,43764,
14887,47,,
14888,47,,
1489,54,,
14890,50,,
14893,50,,
14894,50,,
14895,50,,
14900,26,,
14901,26,,
14902,26,,
14908,23,,
1491,44,,
14910,23,,
14916,48,,
14918,48,,
1492,44,,
14920,2,,
14923,2,,
14932,72,,
14933,19,,
1494,64,,
14952,25,,
14969,32,,
14971,32,,
14973,32,,
14983,17,,
14988,50,,
14991,2,,
14992,2,,
14996,2,,
15013,34,,
15014,34,,
15021,,43765,
15022,44,,
15023,44,,
15024,44,,
15032,26,,
15038,44,,
15041,64,,
15043,64,,
15046,34,,
15047,34,,
1505,17,,
1507,17,,
15070,45,,
15073,19,,
15080,26,,
15082,26,,
15083,26,,
1509,28,,
15094,52,,
15096,52,,
1510,28,,
15102,45,,
15103,45,,
15105,45,,
15109,31,,
15111,31,,
15113,31,,
15114,7,,
15116,31,,
15119,31,,
1513,28,,
15132,67,,
15136,67,,
15145,85,,
1515,28,,
1516,28,,
15168,43,,
15172,43,,
15179,85,,
1518,28,,
15186,18,,
15188,67,,
1519,28,,
15192,67,,
15193,19,,
15198,64,,
15201,64,,
15204,64,,
1521,28,,
15219,17,,
15220,17,,
15221,17,,
15225,17,,
15232,25,,
15236,67,,
15258,56,,
15259,56,,
15271,43,,
15317,18,,
15321,18,,
15327,72,,
15351,56,,
15370,45,,
15373,45,,
1542,85,,
15428,45,,
15446,34,,
1545,85,,
15465,19,,
15468,19,,
15496,58,,
155,85,,
15504,26,,
15505,26,,
1551,73,,
15511,32,,
15513,32,,
15517,64,,
15521,64,,
15522,64,,
15523,64,,
15525,64,,
15526,64,,
15527,64,,
15530,64,,
15532,64,,
15550,85,,
15551,85,,
15559,56,,
1556,13,,
15570,85,,
15571,85,,
15574,85,,
15587,85,,
15589,8,,
156,85,,
15629,67,,
15639,72,,
1564,29,,
1565,29,,
15660,56,,
15680,32,,
15696,42,,
15698,42,,42
15706,34,,
1571,29,,
1573,29,,
1575,54,,
15758,56,,
15761,56,,
15767,8,,
15773,18,,
1579,54,,
158,85,,
15802,54,,
15805,54,,
15840,72,,
15841,72,,
1585,46,,
15889,8,,
15913,50,,
15916,56,,
15917,56,,
15936,41,,
15939,72,,
15944,72,,
15969,8,,
16,52,,
160,19,,
16006,42,,
16007,6,,
16026,34,,
16055,54,,
16072,42,,
16074,42,,
161,19,,
16109,60,,
16114,60,,60
16118,5,,
1613,54,,
16135,85,,
16136,85,,
16192,23,,
16205,50,,
1625,8,,
16293,61,,
1633,68,,
1636,73,,
16389,67,,
1641,73,,
16435,43,,
16437,43,,
16438,43,,
16441,43,,
16454,71,,
16455,71,,
16461,17,,
16462,17,,
16480,10,,
16484,67,,
16485,67,,
16489,8,,
16498,10,,
16506,28,,
16513,85,,
16519,85,,
16528,61,,
16529,61,,
16564,61,,
16567,61,,
16568,61,,
16575,10,,
16584,10,,
16586,10,,
16590,26,,
16598,71,,
16603,85,,
16605,85,,
16607,85,,
16608,67,,
16609,67,,
1661,46,,
16613,41,,
16617,41,,
16628,32,,
1663,46,,
16632,32,,
16634,32,,
16636,10,,
16639,10,,
16645,4,,
16649,4,,
16650,56,,
16654,56,,
16668,85,,
16681,66,,
16690,28,,
167,19,,
16703,4,,
16704,4,,
16724,85,,
16732,67,,
16739,68,,
16752,32,,
16753,28,,
16756,28,,
16758,28,,
1676,51,,
16772,45,,
16773,45,,
16774,45,,
16777,67,,
16780,67,,
16781,67,,
16795,70,,
1680,48,,
16800,45,,
16810,28,,
16811,28,,
16824,10,,
1683,48,,48
16831,41,,
16833,41,,
16848,10,,
1685,48,,
16850,34,,
16851,34,,
16860,61,,
16864,61,,
1687,48,,
16874,56,,
16878,32,,
16879,32,,
1688,84,,
16883,32,,
1689,84,,
1691,84,,
1694,84,,
16940,3,,
16942,3,,
16949,3,,
16954,19,,
16967,61,,
16968,61,,
1697,37,,
16971,61,,
16975,7,,
16976,7,,
1698,84,,
16997,54,,
17024,34,,
17026,34,,
17037,32,,
17070,85,,
17094,72,,
1710,51,,
17100,72,,
17101,72,,72
1711,51,,
17119,68,,
17131,10,,
17155,52,,
17158,52,,
17159,52,,
17160,52,,
1718,51,,
17206,10,,
1722,84,,
17226,51,,
1724,84,,
1725,84,,
17250,19,,
17262,10,,
17265,10,,
1728,84,,
17297,45,,
17298,45,,
17299,,43763,
1730,51,,
17301,72,,
17342,67,,
1738,51,,
17396,32,,
17397,32,,
17399,32,,
174,70,,
1740,3,,
1742,51,,
17434,28,,
17445,58,,
17446,10,,
17454,10,,
17458,52,,
17461,52,,
175,70,,
1751,36,,
17521,72,,
17538,17,,
17547,17,,
17549,8,,
17550,8,,
17578,8,,
17579,8,,
17584,52,,
17593,4,,
176,70,,
17607,41,,
17608,41,,
17627,85,,
17679,29,,
1768,3,,
17683,29,,
17693,79,,
177,70,,
17719,54,,
17728,61,,
17739,70,,
1774,3,,
1775,3,,
1777,3,,
17772,19,,
17774,19,,
17775,19,,
17776,19,,
1779,3,,
1780,3,,
1781,3,,
1784,3,,
17870,61,,
17871,61,,
179,52,,
1799,51,,
18018,54,,
1802,51,,
18037,61,,
18039,17,,
1804,51,,
18040,17,,
18041,17,,
18062,70,,
18079,34,,
18083,37,,
18085,37,,
18098,12,,
18099,12,,
18100,12,,
18103,12,,
18109,29,,
1811,51,,
18114,40,,
18117,40,,
1812,84,,
18120,40,,
18121,40,,
1813,84,,
18130,70,,
18134,12,,
18136,12,,
18144,37,,
18151,37,,
18156,30,,
18157,30,,
18170,25,,
18171,25,,
18173,25,,
18176,25,,25
18192,12,,
18193,12,,
18195,12,,
18197,12,,
18199,12,,
18208,68,,
18209,68,,
18213,68,,
18214,68,,
18215,70,,
18227,37,,
18228,37,,
18229,37,,
1823,64,,
1825,64,,
18254,12,,
18260,12,,
18261,12,,
18263,54,,
18266,54,,
18271,72,,
1829,37,,
18294,34,,
183,52,,
18300,25,,
18308,37,,
18310,40,,
18313,40,,
18318,24,,
18320,40,,
18321,70,,
18324,70,,
18329,26,,
18333,26,,
18341,12,,
18343,25,,
18347,25,,
18349,25,,
18352,25,,
1836,37,,
18366,29,,
18368,29,,
18390,8,,
18391,8,,
18394,44,,
18395,44,,
18401,44,,
18406,37,,
18411,54,,
18412,54,,
18426,68,,
1843,51,,
1845,38,,
18451,61,,
18455,61,,
18458,30,,
1846,38,,
18461,68,,
18462,68,,
1847,38,,
1848,38,,
1849,38,,
18503,70,,
18507,25,,
18516,70,,
18544,4,,
18557,12,,
18558,12,,
1856,62,,
18561,12,,
18564,12,,
18565,12,,
18566,12,,
18567,12,,
1857,62,,
18571,12,,
18578,4,,
1858,36,,
186,52,,
18601,66,,
1863,36,,
18643,70,,
18646,70,,
18648,70,,
18655,25,,
18696,29,,
18697,66,,
18706,4,,
18707,4,,
18710,75,,
18713,4,,
18715,4,,
18720,4,,
18723,4,,
18728,70,,
18733,25,,
18737,25,,
18738,25,,
18760,25,,
1878,51,,
18781,29,,
1879,51,,
1881,82,,
18818,34,,
18819,34,,
1882,82,,
18820,34,,
1883,82,,
18838,4,,
18839,4,,
1884,82,,
18841,4,,
18842,4,,
18881,70,,
18882,70,,
18902,24,,
1891,51,,
1894,51,,
18951,24,,
18976,70,,
18977,70,,
1898,51,,
18981,70,,
18983,34,,
1901,16,,
1902,16,,
1903,27,,
19055,25,,
19056,25,,
19064,83,,
19073,12,,
19074,12,,
19101,12,,
19103,12,,
1911,51,,
1912,51,,
19121,4,,
19123,4,,
19124,4,,
19125,4,,
19143,12,,
19147,9,,9
19148,9,,
19152,9,,
19153,9,,
1916,21,,
19166,4,,
19168,4,,
1918,21,,
1919,21,,
192,40,,
19204,4,,
19206,4,,
19213,25,,
1923,21,,
1924,21,,
1926,21,,
19278,34,,
19279,34,,
19283,34,,
19284,34,,
19285,34,,
1929,84,,
1930,84,,
19302,70,,
19337,12,,
19338,12,,
19339,12,,
1934,84,,
19340,12,,
19341,12,,
19342,12,,
19345,12,,
19346,12,,
1935,84,,
1936,84,,
1937,84,,
1938,84,,
1939,84,,
19392,12,,
19399,12,,
19400,12,,
19464,3,,
19466,,43771,
1947,79,,
1948,79,,
19495,56,,
1951,20,,
1953,20,,
19538,70,,
19566,26,,
1957,62,,
19577,70,,
19578,70,,
19579,70,,
1958,62,,
1959,62,,
1961,62,,
1963,6,,
1964,6,,
19680,54,,
19683,54,,
1971,41,,
1975,41,,
1977,41,,
19777,12,,
19788,12,,
19799,4,,
198,40,,
1980,82,,
1981,82,,
1985,82,,
1994,37,,
1995,37,,
1996,37,,
19984,43,,
1999,37,,
2,68,,
200,10,,
2000,37,,
2001,82,,
2004,82,,
20044,28,,
20067,28,,
20071,77,,
2009,82,,
2010,82,,
2011,82,,
20114,28,,
2012,82,,
2014,82,,
20141,84,,
20156,69,,
2019,82,,
20249,56,,
20250,51,,
20259,,43765,
2026,51,,
20267,50,,
20269,51,,
2028,51,,
203,10,,
2034,51,,
2044,51,,
2048,16,,
2051,16,,
2052,16,,
2059,6,,
206,73,,
2062,6,,
20622,3,,
2068,51,,
20682,73,,
20697,1,,
2070,51,,
20704,66,,
20706,66,,
20715,45,,
20733,66,,
20744,45,,
2075,84,,
20762,1,,
20778,28,,
2079,84,,
2080,3,,
20810,69,,
20818,66,,
20819,66,,
20820,66,,
20826,28,,
2087,3,,
20884,1,,
20901,52,,
2091,84,,
2092,84,,
2096,84,,
2098,84,,
210,73,,
2110,28,,
2116,51,,
2117,51,,
2118,51,,
2121,51,,
21210,,43763,
213,64,,
2130,3,,
21302,28,,
21305,1,,
21306,1,,
2133,19,,
21338,69,,
2135,19,,
2138,51,,
2139,51,,
2141,51,,
2142,51,,
21457,9,,
21460,8,,
21461,8,,
21475,75,,
21477,20,,
21486,42,,
215,60,,
21507,23,,
21517,42,,
21521,51,,
21539,42,,
21550,42,,
21569,43,,
2157,84,,
21571,43,,
21573,43,,
21574,43,,
2158,84,,
21582,,43761,
2159,84,,84
21596,55,,
21600,13,,
21601,13,,
21607,17,,
21608,17,,
21610,17,,
2163,84,,
21633,68,,
21637,,43763,
2164,84,,
21677,12,,
2168,37,,
21688,68,,
2169,37,,
21698,55,,
2170,37,,
21709,3,,3
21717,19,,
21721,36,,
21724,36,,
21729,43,,
21742,59,,
21747,73,,
21754,14,,
21756,14,,
21760,73,,
21763,73,,
21764,73,,
21765,43,,
21767,43,,
2178,37,,
21780,75,,
21782,36,,
21783,22,,
21793,51,,
218,60,,
21802,52,,
2181,37,,
21811,69,,
21812,69,,
21813,75,,
21817,37,,
21821,22,,
21827,11,,
21828,35,,
2183,82,,
21831,80,,
21832,80,,
2184,82,,
21842,73,,
2185,82,,
21852,80,,
21853,80,,
21854,61,,
21861,43,,
21865,75,,
21873,1,,
21875,69,,
21882,73,,
21883,73,,
21885,21,,
21886,1,,
21888,73,,
21890,13,,
21891,24,,
21892,24,,24
21893,25,,
21895,10,,
21897,73,,
21908,3,,
2191,82,,
21911,10,,
2192,82,,
21924,61,,
21942,70,,
21944,51,,
21949,50,,
21950,50,,
21955,45,,
21956,45,,
21957,50,,
21958,50,,
21961,11,,
21965,37,,
21968,69,,
21969,80,,
2197,82,,
21983,36,,
21984,36,,
21985,80,,
21987,36,,
21992,36,,
21993,50,,
21994,50,,
21997,21,,
21999,36,,
22001,36,,
22005,69,,
22009,36,,
2201,51,,
22015,77,,
22019,50,,
22020,69,,
22021,69,,
22024,50,,
22028,50,,
22029,50,,
22034,69,,
22035,69,,
2204,51,,
22040,50,,
22042,67,,
22046,13,,
22049,50,,
2205,51,,
22051,50,,
22061,50,,
22064,73,,
22068,70,,
2207,51,,
22078,33,,
22079,11,,
2208,51,,
22084,80,,
22087,80,,
22088,57,,
2209,51,,
22092,52,,
22094,69,,
22095,69,,
22098,69,,
22099,69,,
221,28,,
22102,55,,
22104,50,,
22105,50,,
22106,50,,
22107,50,,
22109,69,,
22114,69,,
22116,36,,
22117,69,,
22118,69,,
22127,55,,
22128,55,,
22129,69,,
22131,69,,
22134,1,,
22135,1,,
22141,50,,
22143,69,,
22147,36,,
22148,36,,
22156,69,,
22159,40,,
2216,36,,
22161,36,,
22164,36,,
22165,36,,
2217,51,,
22173,36,,
22176,73,,
22180,35,,
22183,43,,
22184,69,,
22191,13,,
22195,1,,
22197,34,,
222,28,,
22200,75,,
22206,75,,
22207,75,,
22208,1,,
2221,84,,
22215,24,,
2222,84,,
22220,80,,
22222,13,,
22225,1,,
22226,1,,
22230,24,,
22231,24,,
22233,1,,
22234,80,,
22236,79,,
22238,1,,
22240,1,,
22243,24,,
22250,43,,
22251,24,,
22255,43,,
2226,84,,
22266,43,,
22267,43,,
22268,43,,
22274,21,,21
22276,43,,
22277,24,,
22283,43,,
2229,84,,
22292,66,,
22294,77,,
22295,20,,
22303,43,,
22310,55,,55
22311,66,,
22312,66,,
22317,1,,
22318,1,,
22319,1,,
22322,79,,
22332,77,,
22334,52,,
22342,40,,
22344,14,,
22360,13,,
22363,12,,
22367,26,,
2237,64,,
22370,26,,
22381,30,,
22382,25,,
22388,8,,
22389,8,,
22395,37,,
224,28,,
22412,26,,
22423,1,,
22425,25,,
22427,55,,
2243,64,,
22442,2,,
22449,66,,
22450,66,,
22462,52,,
22463,69,,
22475,50,,
22539,36,,
22543,79,,
22544,50,,
22549,26,,
2256,16,,
22570,43,,
22575,20,,
22577,50,,
2259,16,,
22605,82,,
22614,34,,
22616,2,,
22617,2,,
22632,66,,
22694,81,,
22697,24,,
22702,74,,
2271,51,,
22716,35,,
22719,43,,
22728,35,,
2275,51,,
22750,50,,
22753,9,,
22762,79,,
22774,64,,
22776,73,,
22796,9,,
228,28,,
2281,51,,
22819,82,,
22822,84,,
22823,38,,
22845,21,,
22853,28,,
22907,78,,
22945,24,,
22947,66,,
22948,66,,
22951,25,,
2297,37,,
22993,19,,
22994,69,,
22995,69,,
22996,52,,
23,52,,
23002,12,,
23004,0,,
23005,1,,
23011,69,,
23020,10,,
23021,10,,
23025,0,,
23040,69,,
23041,80,,
23042,4,,
23043,4,,
23044,4,,
23045,4,,
23047,69,,
23048,30,,
23052,30,,
23053,30,,
23056,12,,
23057,12,,
23058,61,,
23059,61,,
23061,12,,
23063,25,,
23064,25,,
23066,25,,
23068,68,,
23070,77,,
23074,12,,
23076,25,,
23082,64,,
23092,5,,
23099,64,,
2310,84,,
23104,51,,
23115,69,,
23116,69,,
23121,12,,
23122,12,,
23124,26,,
23125,26,,
2313,51,,
23134,66,,
23135,66,,
23136,17,,
23137,36,,
23141,10,,
23142,36,,
23150,26,,
23151,26,,
23154,67,,
23159,25,,
23160,25,,
23161,25,,
23165,10,,
23171,52,,
23172,36,,
23173,36,,
23179,10,,
23180,10,,
23181,10,,
23182,66,,
23188,4,,
23191,80,,
23197,46,,
232,28,,
23207,0,,
23208,0,,
23215,2,,
23221,11,,
23223,64,,
23225,9,,
23227,8,,
23229,10,,
2323,51,,
23230,10,,
23233,69,,
23235,10,,
23242,84,,
23247,36,,
23249,51,,
23250,51,,
23253,9,,
23258,69,,
23262,75,,
23269,43,,
23272,2,,
23273,66,,
23279,10,,
23281,36,,
23287,0,,
23288,46,,
23295,36,,
23296,8,,
23298,52,,
23304,10,,
2331,51,,
23310,4,,
2332,51,,
23323,52,,
23326,71,,
23328,71,,
23329,5,,
2333,51,,
23336,71,,
23337,52,,
2334,51,,
23347,52,,
23355,9,,
23358,36,,
2336,51,,
23364,73,,
23373,9,,
23377,34,,34
2338,51,,
23381,43,,
23386,71,,
23390,25,,
23391,69,,
23393,2,,
2340,9,,
23409,11,,
23410,11,,
23419,69,,
23422,46,,
23429,2,,
23436,11,,
23437,11,,
23439,18,,
2344,36,,
23445,82,,
23448,73,,
23449,73,,
23451,22,,
23456,55,,
23459,73,,
23462,80,,
23466,37,,
2347,51,,
23473,54,,
23476,11,,
23478,0,,
2348,51,,
23482,75,,
23484,71,,
23488,0,,
2349,51,,
23492,73,,
23493,73,,
23496,43,,
23498,43,,
23501,36,,
23502,36,,
23505,82,,
23509,0,,
23510,73,,
23512,46,,
23514,82,,
2352,36,,
23522,66,,
23525,12,,
23526,12,,
2353,3,,
23531,64,,
23533,64,,
23535,69,,
23536,75,,
23537,75,,
23538,80,,
2354,3,,
23543,79,,
23548,69,,
23549,69,,
2356,3,,
23564,36,,
23570,51,,
23575,15,,
23579,70,,
23580,70,,
23581,70,,
23582,70,,
23586,74,,
23587,74,,
23594,60,,
23596,74,,
23619,78,,
23626,54,,
23627,61,,
2363,37,,
23630,5,,
23631,5,,
23637,,43763,
23638,37,,
23642,71,,
23643,12,,
23646,46,,
23647,22,,
23649,22,,
23658,7,,
23663,71,,
23665,69,,
23670,11,,
23671,11,,
23675,5,,
23680,49,,
23700,66,,
23704,18,,
23708,71,,71
23716,45,,
23717,45,,
23718,45,,
2372,62,,
23721,52,,
23723,11,,
23727,69,,
23729,69,,
23730,12,,
23731,12,,
23739,67,,
23745,65,,
23757,59,,
23765,34,,
23766,11,,
23778,15,,
23780,11,,
23786,55,,
23789,43,,
23793,11,,
23794,1,,
23804,67,,
23805,45,,
23806,45,,
23807,69,,
2381,51,,
23811,69,,
23812,69,,
23814,69,,
23822,50,,
23826,55,,
23827,45,,
23828,45,,
23844,45,,
23845,45,,
23847,48,,
2385,51,,
23851,69,,
23864,69,,
23866,54,,
23872,9,,
23875,69,,
23886,69,,
23889,69,,
23890,,43767,
23891,69,,
23893,25,,
23903,59,,
23918,43,,
23922,34,,
2393,84,,
23930,54,,
23939,77,,
23941,77,,
23944,43,,
23946,1,,
23948,73,,
23950,82,,
2396,84,,
23960,43,,
23961,69,,
23968,43,,
23981,45,,
23986,13,,
23989,22,,
23990,71,,
23993,71,,
23996,11,,
24,73,,
2400,37,,
24004,52,,
24005,69,,
24006,,43767,
2401,84,,
24021,69,,
24031,54,,
24036,55,,
24038,45,,
24041,70,,
24043,36,,
24046,22,,
24047,22,,
24049,22,,
24058,24,,
24068,1,,
24069,66,,
24072,13,,
24080,43,,
24081,14,,
24084,79,,
24090,66,,
24091,66,,
24100,1,,
24101,1,,
24103,43,,
24106,43,,
24114,45,,
24125,40,,
24127,25,,
24156,12,,
2416,51,,
24168,8,,
24176,4,,
24185,66,,
24188,66,,
24190,71,,
24198,30,,
24216,76,,
2423,51,,
24239,82,,
24242,40,,
2425,3,,
24256,12,,
24257,12,,
24258,76,,
24267,76,,
24268,76,,
2427,3,,
24276,12,,
24277,12,,
2428,3,,
24285,66,,
24289,12,,
