bus,cluster,foreign,medoid_idx
14034,20,,
1405,64,,
14052,76,,
1406,64,,
14066,61,,
1407,64,,
1408,64,,
14108,7,,
1411,90,,
14111,230,,
14113,230,,
14114,7,,
14115,7,,
14142,86,,
14149,111,,
14188,58,,
14190,58,,
14194,58,,
1420,71,,
14201,242,,
1421,71,,
14229,197,,
14231,197,,
14232,197,,
14233,265,,
14234,265,,
14266,148,,148
14267,203,,
143,199,,
14324,166,,
14340,125,,
14349,211,,
14353,77,,
14355,77,,
1438,275,,
1440,275,,
14405,143,,
14406,143,,
14420,166,,
14437,267,,
1446,124,,
1447,230,,
14470,58,,
14472,242,,
14497,272,,
14522,229,,
1454,124,,
1455,124,,
1458,124,,
14610,15,,15
1463,279,,
14636,53,,
14638,139,,
14652,133,,
14654,146,,
14657,164,,
14660,164,,
14663,34,,
14664,34,,
14667,34,,
14674,61,,
14675,61,,
14676,61,,
14689,9,,
14721,132,,
14723,132,,
14727,46,,
14737,126,,
1474,280,,
14741,126,,
1475,280,,
14750,65,,
14760,239,,
14761,239,,
14769,164,,
14770,164,,
14773,275,,
14776,275,,275
14780,149,,
14789,164,,
14791,164,,164
14799,17,,
1480,280,,
14809,231,,
14812,218,,
1482,280,,
14829,123,,
1485,123,,
14856,226,,
1486,123,,
14860,266,,
14863,266,,
14886,274,,
14887,274,,
1489,123,,
14890,78,,
14891,232,,
14892,78,,
14897,232,,
14900,146,,
14901,146,,
14903,146,,
14908,225,,
14910,225,,
14916,0,,
14918,0,,
14920,8,,
14921,8,,
14932,193,,
14938,280,,
1494,218,,
14953,65,,
14969,42,,
1497,133,,
14970,42,,
14974,42,,
1498,218,,
14986,179,,
14988,28,,
14993,8,,
14995,8,,
14996,8,,
15014,254,,
15017,254,,
15022,34,,
15023,34,,
15025,34,,
1503,11,,
15032,251,,
15038,218,,
15041,133,,
15043,133,,
15050,23,,
15051,23,,
1507,11,,
15070,59,,
15077,18,,
15080,146,,
15083,251,,
15084,146,,
1509,102,,
15090,21,,
15093,21,,
15102,17,,
15103,17,,
15105,17,,
1511,102,,
15110,46,,
15111,122,,
15112,122,,
15114,122,,122
15115,122,,
15117,257,,
1513,102,,
15134,275,,
15138,275,,
1514,102,,
15141,52,,
1515,102,,
1516,102,,
15170,16,,
15171,16,,
1518,102,,
15182,52,,
15185,49,,
15190,275,,
15192,157,,
15195,275,,
15199,69,,
1520,102,,
15202,69,,
15203,69,,
15219,179,,
15220,179,,
15223,179,,
15224,179,,
15233,65,,
15242,275,,
15256,135,,
15257,135,,
15271,16,,
153,173,,
15317,49,,
15319,33,,
15324,126,,
15350,164,,
15369,17,,
15374,17,,
154,173,,
15427,17,,
1544,173,,
15445,23,,
15465,18,,
15468,18,,
1547,118,,
1549,79,,
15499,239,,
15503,146,,
15504,146,,
15508,155,,
15510,155,,
15517,39,,
15518,39,,
15519,39,,
1552,244,,
15521,39,,
15522,39,,
15523,69,,
15525,39,,
15530,69,,
15532,39,,
15547,274,,274
15549,274,,
15557,164,,
15572,173,,
15573,173,,
15574,173,,
15585,173,,
15589,132,,
15628,165,,
1564,125,,
15642,126,,
1566,125,,
15660,164,,
1567,219,,
1568,219,,
15681,42,,
15696,278,,
15698,278,,
15701,254,,
1575,81,,
15758,135,,
15759,135,,
1576,81,,
15769,32,,
15774,6,,
158,173,,
15804,24,,
15805,24,,
1583,140,,
15840,193,,
15841,193,,
15891,32,,
15912,78,,
15915,149,,
15916,149,,
15937,205,,
15940,193,,
15941,61,,
15967,32,,
16,21,,
160,18,,
16004,215,,
16005,215,,
16027,254,,
1603,18,,
16055,24,,
16076,278,,
16077,215,,
161,18,,
16109,100,,100
16115,100,,
16116,225,,
1613,81,,
16133,173,,
16134,173,,
1616,32,,
16193,9,,
16200,78,,
1629,188,,
16294,20,,
1637,124,,
16389,275,,
1640,124,,
16435,124,,
16436,124,,
16438,124,,
16439,124,,
16456,205,,205
16459,205,,
16464,168,,
16466,168,,
16479,84,,
16483,275,,
16485,275,,
16491,245,,
16498,84,,
16506,207,,
16513,246,,
16514,246,,
16526,66,,
16527,66,,
16563,128,,
16565,128,,
16566,128,,
16576,84,,
16583,126,,
16585,84,,
1659,172,,
16590,146,,
16598,205,,
1660,172,,
16603,98,,
16605,98,,
16607,98,,
16608,98,,
16611,98,,
16615,233,,
16616,233,,
16628,155,,
16630,155,,
16633,42,,
16637,84,,
16638,84,,
16643,99,,
16647,99,,
16651,33,,
16653,33,,
16665,118,,
16680,166,,
16691,102,,
16703,99,,
16705,99,,
16724,274,,
16725,98,,
16739,245,,
16752,42,,
16755,207,,
16757,207,,
1676,4,,
16760,207,,
16771,17,,
16772,17,,
16775,17,,
16776,98,,
16777,98,,
16781,98,,
16795,184,,
1680,203,,
16803,17,,
16812,102,,
16813,102,,
16825,84,,
16829,253,,
16834,73,,
1684,203,,
16844,84,,
1685,203,,
16852,212,,
16855,212,,
1686,203,,
16860,66,,
16862,66,,
16867,164,,
16877,42,,
16878,42,,
16879,42,,
1689,229,,
1693,229,,
16930,117,,
16932,117,,
16941,117,,
1695,229,,
16954,280,,
1696,229,,
16967,66,,66
16968,66,,
16969,66,,
1697,229,,
16978,63,,
16980,63,,
16996,81,,
1702,183,,
17024,254,,
17025,254,,
17072,52,,
1709,159,,
17095,280,,
171,18,,
1710,159,,
17101,280,,
17102,280,,
17120,188,,
17131,84,,
17154,139,,
17155,139,,
17156,139,,
17157,139,,
1718,4,,
17205,187,,
17226,60,,
1723,4,,
1724,4,,
17249,157,,
1726,25,,
17261,84,,
17265,195,,
1727,25,,
17297,59,,59
17298,59,,
173,188,,
17300,61,,
1733,113,,
17343,275,,
1736,4,,
17397,274,,
174,268,,
1740,4,,
17401,42,,42
17403,42,,
1743,220,,
17432,207,,
17443,164,,
17450,84,,
17454,84,,
17458,139,,
17460,139,,
175,268,,
17524,126,,
17539,11,,
1754,43,,
17546,267,,
17550,32,,
17552,32,,
17578,32,,
17579,32,,
17585,139,,
17591,99,,
17604,73,,
17607,73,,
17628,246,,246
17680,219,,
17682,125,,
17695,147,,
1770,174,,
17719,81,,
17729,66,,
17738,53,,
1774,174,,
17773,18,,
17774,280,,
17777,280,,
17781,280,,
178,188,,
1780,70,,
1783,70,,
1785,70,,
17860,128,,
17862,20,,
1787,70,,
1789,174,,
1791,70,,
1797,145,,
1798,145,,
1801,145,,
18017,81,,
18036,20,,
18039,179,,
18042,179,,
18044,260,,
18063,268,,
18078,23,,
18087,74,,
18089,74,,
18098,170,,
18099,170,,170
181,21,,
1810,4,,
18101,279,,
18102,170,,
18107,53,,
18113,58,,
18115,58,,
18116,58,,
18130,212,,
18133,75,,
18134,75,,
18146,74,,
1815,229,,
18150,74,,
18157,176,,
1816,229,,
18160,176,,
18172,206,,
18173,206,,
18175,206,,
18178,206,,
18190,241,,
18191,241,,
18195,241,,
18197,279,,
18199,279,,
18210,184,,
18214,184,,
18215,188,,
18216,188,,
18217,188,,
18225,74,,
18229,74,,
18230,74,,
1825,143,,143
18253,279,,
18254,279,,
18255,279,,
1826,143,,
18262,81,,
18263,81,,
18278,126,,
18295,23,,
1830,285,,
18301,65,,
18306,74,,
18310,211,,
18311,211,,
18315,211,,
18318,211,,
18322,53,,
18323,53,,
18331,129,,
18333,129,,
18341,170,,
18344,271,,
18345,271,,
18346,271,,
18349,271,,
1836,261,,
18366,219,,
18371,219,,
18390,245,,
18392,32,,
18396,218,,
18397,218,,
18399,218,,
1840,162,,
18403,74,,
18411,202,,
18413,202,,
18427,53,,
1845,181,,
18451,20,,
18453,20,,
18458,176,,
18461,188,,
18462,188,,
1848,229,,
1849,229,,
185,21,,
1850,229,,
18504,184,,
18508,65,,
1851,181,,
18516,212,,
18544,237,,
18557,279,,
18558,279,,
1856,72,,
18560,279,,
18562,170,,
18563,170,,
18564,170,,
18567,170,,
1857,72,,
18571,279,,
18578,10,,
186,21,,
18600,216,,
1861,43,,
1862,43,,
18644,212,,
18645,212,,
18649,212,,
18653,206,,206
1869,159,,
18694,219,,
18697,1,,
1870,159,,
18704,136,,
18706,136,,
18712,7,,
18714,10,,
18716,99,,
18722,99,,
18724,10,,
18728,212,,
18734,206,,
18737,206,,
18738,206,,
18756,65,,
18781,219,,
1881,12,,12
18819,208,,
1882,12,,
18820,208,,
18822,208,,
1883,243,,
18836,136,,
18837,136,,
18839,136,,
18840,136,,
1885,12,,
18881,184,,
18883,184,,
18903,211,,
1892,145,,
1893,145,,
1895,145,,
18953,211,,
18976,268,,
18978,268,,
18981,268,,
18985,212,,212
19,21,,
1905,169,,
19056,271,,
19058,271,,
19064,127,,
1907,281,,281
19073,279,,
1908,169,,
19098,170,,
19099,170,,
1911,4,,
1912,4,,
19120,136,,
19122,136,,
19123,136,,136
19124,136,,
1914,222,,
19140,279,,
19146,248,,
19147,248,,
1915,189,,
19152,248,,
19154,248,,
1916,189,,
19166,136,,
1917,189,,
19170,237,,
1918,189,,
19204,237,,
19206,237,,
19214,206,,
1926,189,,
19278,23,,
19279,23,,
1928,25,,
19280,23,,
19282,23,,
19284,23,,
1930,25,,
19301,268,,
19335,279,,
19336,279,,
19337,75,,
19338,75,,
19339,75,,
19340,75,,
19341,75,,
19345,279,,
1936,25,,
1937,25,,
1938,25,,
1939,25,,
19392,75,,
19393,75,,
19395,75,,
194,187,,
1940,25,,
1941,25,,25
1944,89,,
1945,89,,
1947,89,,
1948,89,,
19497,164,,
19539,184,,
19566,129,,
1957,72,,
19577,212,,
19579,212,,
1958,72,,
19580,212,,
1960,72,,
1963,72,,
1966,72,,
19682,81,,
19683,202,,
1969,72,,
197,114,,
1970,233,,
1972,233,,
1974,233,,
19774,279,,
19776,75,,
19797,99,,
1987,114,,
1988,114,,
1994,261,,
1997,261,,
19972,86,,
1998,261,,
1999,261,,
2,150,,
200,195,,
2000,261,,
2002,12,,
2003,12,,
2004,12,,
2005,12,,
20050,250,,
20068,102,,
2007,12,,
20072,102,,
201,195,,
2010,12,,
20103,159,,
20116,102,,
2013,12,,
20142,25,,
2015,12,,
20150,62,,
20253,220,,
20268,220,,
2031,145,,
2034,145,,
2035,145,,
2038,60,,
2054,190,,
2055,190,,
2057,190,,
2059,95,,
2061,72,,
20623,200,,
20693,154,,
2070,4,,
20702,166,,
20704,166,,
2071,4,,
20715,59,,
20720,124,,
20734,166,,
2074,229,,
2075,229,,
20754,59,,
20765,154,,
20788,102,,
2080,174,,
20812,92,,
20813,92,,
20837,102,,
20838,186,,
2084,174,,
20880,92,,
20882,21,,
20884,154,,
209,124,,
2090,25,,
2096,25,,
2097,25,,
210,124,,
2106,25,,
2109,102,,
21141,207,,
2116,4,,
2117,4,,
2118,4,,
2123,4,,
213,143,,
2130,174,,
21309,154,,
21310,154,,
2132,280,,
2133,280,,
21339,15,,
2137,159,,
2140,159,,
2141,159,,
21439,50,,
2144,159,,
21441,50,,
21445,152,,
21446,86,,
21447,86,,
21453,269,,
21461,92,,
21462,92,,
21487,138,,
21489,7,,
21491,30,,
21496,131,,
21530,131,,131
21540,131,,
21550,131,,
2156,25,,
21563,86,,
21569,130,,
2157,25,,
21570,130,,
21576,267,,
21581,86,,
21596,,43775,
21606,210,,
21622,267,,
21624,267,,
2164,25,,
2165,25,,
2166,25,,
21675,189,,
21679,93,,
21686,188,,
21687,188,,
21698,55,,
217,102,,
21707,119,,
21714,197,,
21717,280,,
21719,113,,
2172,285,,
21726,154,,
2173,285,,
21738,23,,
2174,285,,
21740,152,,
21742,77,,77
21743,77,,
21745,79,,
21748,163,,
21749,163,,
21755,11,,
21768,65,,
2177,285,,
21772,213,,
21774,28,,
21781,224,,
21786,163,,
21788,124,,
2179,285,,
21793,86,,
21795,163,,
218,102,,
21808,7,,
21810,43,,
21812,117,,
21813,105,,
21815,4,,
21817,86,,
21826,139,,
2184,261,,
21841,162,,
21849,204,,
21853,86,,
21857,283,,
21858,5,,
21859,182,,
21860,182,,
21861,182,,
21862,182,,
21870,186,,
21871,186,,
21881,105,,
21885,105,,
21893,112,,
21894,20,,
21897,62,,
219,100,,
2190,261,,
21911,232,,
21912,232,,
21913,255,,
21918,79,,
21919,230,,
21920,230,,
21921,230,,
21926,255,,
2193,261,,
21938,189,,
2194,261,,
21952,20,,
21956,60,,60
21961,130,,
21962,130,,
21963,78,,
21964,78,,
21966,111,,
2197,261,,
21975,226,,
21978,41,,
21980,41,,
21981,285,,
21984,182,,
21989,159,,
2199,261,,
220,100,,
2200,60,,
22001,186,,
22003,119,,
22004,119,,
22005,189,,
22008,119,,
2201,60,,
22013,119,,
22017,119,,
22020,15,,
22021,15,,
22023,78,,
22027,28,,
22028,28,,
22032,152,,
22034,152,,
22037,28,,
22038,28,,
22042,28,,
22047,221,,
2205,60,,
22051,71,,
22052,130,,
22055,78,,
22056,78,,
22057,78,,
22059,78,,
2206,60,,
22060,78,,
22063,78,,
22064,78,,
22069,124,,
2207,60,,
22070,124,,
22072,111,,
22081,97,,
22089,182,,
22090,243,,
22100,182,,
22101,182,,
22104,62,,
22107,175,,
22109,139,,
22113,226,,
22114,55,,
22115,186,,
22119,78,,
22120,232,,
22123,171,,
22126,130,,
22128,152,,
22132,23,,
22133,210,,
22134,210,,
22135,78,,
22136,186,,
22138,154,,
22139,154,,
22142,171,,
22146,171,,
22147,152,,
2215,60,,
22152,152,,
22153,232,,
22157,232,,
22163,186,,
22167,151,,
22168,242,,
22172,43,,
22176,43,,
22177,43,,
22178,186,,
22179,186,,
2218,152,,
22189,163,,163
2219,4,,
22196,5,,
22203,15,,
22206,16,,16
22215,7,,
22221,7,,
22222,7,,
22223,154,,
22229,154,,
2223,25,,
22236,77,,
22238,112,,
2224,25,,
22241,77,,
22244,77,,
22245,112,,
22246,112,,
22252,182,,
22256,249,,
22258,51,,
2226,25,,
22267,112,,
22268,16,,
2227,25,,
22270,77,,
22276,249,,
22280,86,,
22283,226,,
22298,77,,
22300,242,,
22304,139,,
22308,230,,
22309,230,,
22313,26,,
22318,141,,
22319,92,,
22320,92,,
22323,89,,
22325,230,,
22327,86,,
22332,222,,
22334,86,,
22339,112,,
22340,112,,
22341,112,,
22344,89,,
22355,250,,
22356,250,,
22362,250,,
22376,79,,
2238,143,,
22382,182,,
22384,28,,
22386,192,,
22387,241,,
22388,241,,
22394,251,,
22397,228,,
224,102,,
2240,143,,
22406,204,,
22444,37,,
22445,162,,
22448,210,,
22473,139,,
22475,263,,263
22478,112,,
22479,92,,
22485,171,,
22504,78,,
22553,124,,
2256,281,,
22560,119,,
2258,281,,
22581,110,,
22583,250,,
22588,124,,
22597,192,,
22613,8,,
22614,8,,
22635,51,,
2267,60,,
22695,273,,
22700,77,,
22718,87,,
2272,60,,
22724,16,,
22742,5,,
22746,5,,
22749,159,,
22754,36,,
22760,147,,
22769,69,,
22780,230,,
22800,36,,
22821,116,,
22823,116,,
22829,243,,
2283,4,,
22841,189,,
22856,102,,
22911,201,,
22947,77,,
22948,92,,
22952,45,,
2297,74,,
22981,21,,
22983,266,,
22986,197,,
22988,253,,
22989,253,,
22991,241,,
22994,177,,
22997,139,,
22998,13,,
23005,243,,
23008,124,,
23013,266,,
23019,205,,
23020,166,,
23024,231,,
23025,231,,
23028,41,,
23029,41,,
23032,186,,
23034,202,,
23036,145,,
23037,45,,
23041,71,,
23043,86,,
23050,36,,
23051,36,,
23058,93,,
23059,93,,
23060,192,,
23061,192,,
23062,20,,
23063,20,,
23066,195,,
2307,25,,
23076,79,,
23083,133,,133
23089,4,,
23099,62,,
231,102,,
23100,62,,
23101,37,,
23106,241,,
23107,241,,
23109,251,,
23110,251,,
23116,92,,
23122,51,,
23123,266,,
23124,266,,
23125,92,,
23126,92,,
23127,11,,
23128,152,,
23144,152,,
23149,187,,
23150,18,,
23151,152,,
23155,136,,
23170,187,,
23173,25,,
23175,255,,
23177,109,,
23178,109,,109
23187,45,,
23188,45,,
23189,45,,
23191,187,,
23195,139,,
23198,13,,
232,102,,
23203,272,,
23207,231,,
2322,60,,
23220,43,,
23224,255,,
23228,36,,
23232,186,,
23234,187,,
23236,43,,
23246,43,,
23251,136,,
23254,220,,
23255,220,,
23257,133,,
23258,36,,
23264,186,,
23270,62,,
23274,92,,
23276,43,,
23278,84,,
2328,4,,
23286,266,,
23289,7,,
23291,241,,
23292,228,,
23293,163,,
2330,60,,
23303,10,,
23304,268,,
23305,268,,
23306,36,,
2331,60,,
23312,253,,
23315,68,,
23319,21,,
23329,253,,
2333,60,,
23330,187,,
23332,139,,
23336,21,,
23340,226,,
2335,60,,
23350,43,,
23353,279,,
23358,36,,
2336,60,,
23361,8,,
23363,189,,
2337,60,,
23373,226,,
23374,228,,
23382,208,,
23388,253,,
23389,268,,
23396,87,,
23397,87,,
23398,8,,
23402,210,,
23404,210,,
2342,36,,
23423,8,,
23427,182,,
23428,74,,
23430,230,,
23431,230,,
2344,159,,
23444,195,,
23446,83,,
23447,142,,
2345,159,,
23451,230,,
23453,43,,
23454,43,,
2346,159,,
23464,258,,
23467,45,,
23468,243,,
23473,13,,
23477,243,,
23482,202,,
23487,266,,
23489,124,,
2349,220,,
23490,124,,
23493,230,,
2350,159,,
23502,266,,
23504,147,,
23507,266,,
23517,88,,
23523,15,,
23528,133,,
2353,113,,
23530,133,,
23532,186,,
23535,7,,
23541,41,,
23542,41,,
23545,144,,
23546,142,,
2355,113,,
23552,124,,
23562,107,,
23567,62,,
23568,15,,
23570,20,,
23577,227,,
2358,113,,
23580,182,,
23581,182,,
23592,20,,
23593,20,,
23596,268,,
23597,43,,
23601,100,,
23604,272,,
23623,13,,
23624,105,,
23626,83,,
23637,54,,54
23638,49,,
23641,285,,
23642,68,,
23646,46,,
23649,163,,
23658,208,,
23668,54,,
2367,183,,
23683,130,,
23696,186,,
23697,186,,
23700,15,,
23702,231,,
23704,17,,
23705,17,,
23714,144,,
23721,15,,
23725,71,,
23733,231,,
23736,279,,
23737,279,,
23745,106,,
23758,23,,
2376,104,,
23763,231,,
23765,231,,
23768,112,,
2377,60,,
23770,230,,
23773,49,,
23776,71,,
23780,15,,
23781,15,,
23784,186,,
23785,10,,
23786,10,,
23787,269,,
23789,15,,
2379,60,,
23791,186,,
23798,55,,
23799,269,,
23800,269,,
23805,55,,
23807,0,,
23812,62,,
23813,186,,
23814,186,,
23815,269,,
23816,17,,
23819,10,,
23821,78,,
23835,0,,
23837,36,,
23842,62,,
23843,227,,
23852,186,,
23862,15,,
23863,45,,
23877,106,,
23890,202,,
23892,202,,
23896,221,,
23899,86,,
23907,23,,
23912,221,,
23914,112,,
23917,86,,
23920,163,,
23924,86,,
23928,226,,
23939,86,,
2394,229,,
23949,243,,
23952,130,,
23955,79,,
23956,83,,
23965,253,,
2397,285,,
23970,21,,
23978,231,,
23979,186,,
2398,229,,
2399,229,,
24005,279,,
24010,81,,
24013,62,,
24014,43,,
24016,105,,
24019,55,,
24020,269,,
24023,212,,
24028,7,,
24029,7,,
24034,105,,
24035,105,,
24047,154,,
24049,77,,
24057,238,,
24069,108,,
24073,230,,
24078,92,,
24079,92,,
24082,65,,
24083,65,,
24089,79,,
24094,211,,
2410,162,,
24106,228,,
2412,162,,
24129,136,,
24135,112,,
24136,112,,
24137,230,,
24140,130,,
24150,36,,
24153,216,,
24156,253,,
24161,37,,
24168,252,,
24170,86,,
24172,108,,
24175,37,,
24179,37,,
24203,243,,
24204,242,,
24215,36,,
24226,75,,
24227,75,,
24238,279,,
2425,174,,
24262,86,,
24265,1,,
2427,174,,
24283,75,,
24284,7,,
24285,7,,
24297,252,,
24305,75,,
24306,75,,
24307,75,,
24308,75,,
2431,174,,
24314,252,,
24315,252,,
24317,75,,
24321,251,,
24323,20,,
24324,251,,
24327,192,,
24328,192,,
24329,45,,
2433,117,,
24330,279,,
24332,271,,
24334,192,,
24338,192,,
24340,20,,
24342,20,,
24343,20,,
24344,20,,
2435,174,,
24352,188,,
24353,188,,
24360,192,,
24362,250,,
24364,192,,
24368,241,,
24370,20,,
24373,241,,
24376,188,,
24377,249,,
2438,174,,
24382,65,,
24390,65,,
24391,7,,
24397,192,,
24398,241,,
24407,46,,
24411,192,,
2443,25,,
24440,15,,
24442,241,,
24443,25,,
24447,241,,
24448,241,,
24449,111,,
24451,17,,
24452,17,,
2446,25,,
24467,1,,
