,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43761 battery,43761 pumped_hydro,43762 battery,43762 pumped_hydro,43763 battery,43763 pumped_hydro,43764 battery,43764 pumped_hydro,43765 battery,43767 battery,43767 pumped_hydro,43771 battery,43773 battery,43773 pumped_hydro,5 battery,5 pumped_hydro
39,443.1150425098534,70.74209570206293,-8.124844772575671e+18,-3.676601615762524e+18,1355.668093559773,34.60642181507993,2454.341969713297,665.3644524023754,2885.659688140208,5362.792368937257,1051.5667273211427,178.47617624050662,2.0663383459856538e+18,2.1352162908518426e+18,1993.2386653850274,7592.590611310716,923.5598517272026,474.97183086647254,330.52746190965314,2541.79079373529,438.55619970112497,1133.4175357267668,213.36387525060752,451.6827811573533,4748.800205566099,402.41250352120426
40,357.68704275023725,57.10375090473821,22631534184.68226,10241073827.212328,556.8036772137582,14.213643452542712,3148.592344158196,853.57356340765,1420.7116984963286,2640.2911911162996,553.2394047798771,93.8980389406441,5545963549.207105,5730829000.847341,956.215015513805,3642.3882775633533,668.74961172708,343.92706317757546,505.75288613696466,2154.310032584045,371.700937463722,1064.5808301095115,146.39875771287834,309.92030850614265,1281.3703839659404,108.58310348480795
41,1574.3770665076256,251.344961071907,7.587229512703762e+17,3.4333234746495526e+17,1720.9134895690088,43.93011712100197,2902.8558310376634,786.9551612023484,2801.0836971366725,5205.613932057409,1905.0062844038832,323.32540439034506,-1.85950669905691e+17,-1.92149025569214e+17,1977.0644829631337,7530.980354729439,1041.3768821761305,535.5632159888602,144.09498842675671,3201.4229270068176,552.3679903021865,990.5023614034671,159.1337287545633,336.8797323135251,2994.2184682939933,253.72955225686854
42,551.7340696982287,88.08282413435067,-3.298679285939837e+19,-1.4926967753900952e+19,1252.3950915182913,31.970150379811002,1533.4586548537368,415.7158581644704,2644.9114728688573,4915.379010737503,1703.6901085244112,289.15720530909294,8.189209374497848e+18,8.462183020314443e+18,988.4025184824725,3764.9960400383175,1070.1436219942468,550.3574830349185,649.591575961397,2585.121806106094,446.0324578421878,996.5988186175531,280.2203039893687,593.2151639728743,5227.942589642149,443.0149458166634
43,226.03763789172118,36.08628612884161,642.4054856276111,290.69712868919754,77.3270386493143,1.9739434231149964,825.4534224197034,223.7778480625136,156.39550664548105,290.6498756667353,197.2422554555985,33.476756759362175,554.9241008051943,573.421570832034,52.98520085391344,201.8297886390468,186.72159527074544,96.02788363114186,170.48764155583942,1665.203711916635,287.31137646193724,683.2960111674608,95.90793346525076,203.03325514573262,256.67426912826704,21.750532925835813
44,177.63253457099944,28.358544745504126,953.1173823299204,431.2984439670285,106.81400863854549,2.7266634482772214,914.1470410023604,247.82241140701302,171.2781204875372,318.3081502269824,172.26565298301634,29.237626337138117,515.7932615970014,532.9863703169015,75.08539036033376,286.0132305261836,171.1343946924488,88.01163954808563,157.82532220945828,1820.8134120336292,314.16000573864227,818.5130120784488,115.6661848555684,244.8606822502626,428.3100491226591,36.29491907213071
45,207.04295243576314,33.05383692841509,827.8369190138354,374.6073481068207,128.92053667943978,3.2909813944503417,838.8430348808513,227.4077302358329,170.39742291558443,316.67143670957734,191.54892648642445,32.5104618414105,398.71494079806064,412.00543882466263,75.09400716192424,286.04605341287123,177.43287909790945,91.25084777498158,172.18670617895694,1706.2454392095824,294.3926453040178,735.9683442665021,119.4310138688872,252.8306745337285,374.69103692854446,31.751253304074783
46,67.47982598124078,10.772968302960141,672.5241053960842,304.3262095153413,66.07508234696915,1.686712390760074,281.64009367651414,76.35175090352946,70.3520353513296,130.74423150862657,116.04909552735988,19.696323863970207,308.52316125612606,318.80726663133026,153.05442345157243,583.0107546571743,131.02972861934586,67.38646118481402,84.29953419759265,1521.1631854793195,262.45887245846365,273.55300501189583,82.06729258182249,173.7331725526309,179.605857219152,15.219769104186815
47,1365.0109148714173,217.9202317918309,3.222310954288354e+18,1.458139077439895e+18,425.78710550377303,10.869156135255633,4143.803532731388,1123.3722123657133,1655.8672896022351,3077.311056860916,1455.812596860406,247.08642719451265,-7.903859172706246e+17,-8.167321145129788e+17,2017.5924882647842,7685.358532261443,1092.764291365247,561.9909258772808,145.21684110716882,3296.7886741850934,568.8222318421448,2242.2152475102343,226.3962238337438,479.27174131346726,5928.385275945023,502.37033723487446
48,1592.600778512236,254.25432648494942,-1.1586779795287462e+19,-5.243173809378978e+18,2368.952983432399,60.47275626992473,4434.595251759957,1202.2049403564222,4554.365096653756,8463.962152595395,914.180495967356,155.15842701637288,-2.855104683988771e+18,-2.95027484012173e+18,879.6950497644049,3350.9105014113015,728.8303619789084,374.82561717337137,99.27370291905189,3151.468214291881,543.7488903277039,1501.7655062004515,250.51276971758423,530.3255033616467,5405.912272133839,458.0960657590041
49,1493.5706135472064,238.4444334881631,4.823939310845613e+16,2.1828974658641896e+16,1219.457999592525,31.12935837330142,3083.583366381145,835.9498323083858,2473.855947942668,4597.484538458292,666.8064848771452,113.17310506430788,-1.1813904657504078e+16,-1.220770147942088e+16,1563.1078619637544,5954.148032202385,341.9327351081188,175.85045183996942,97.82086968144338,2552.2948119745183,440.3685448917445,1364.610064799529,211.42136509758996,447.5705649384136,4828.572393977371,409.1723848934125
