name,scn_name,bus,carrier,p_set
74524 central_heat,eGon2035,74524,central_heat,0.0
74525 central_heat,eGon2035,74525,central_heat,0.0
74531 central_heat,eGon2035,74531,central_heat,0.0
74533 central_heat,eGon2035,74533,central_heat,0.0
74534 central_heat,eGon2035,74534,central_heat,0.0
74536 central_heat,eGon2035,74536,central_heat,0.0
74537 central_heat,eGon2035,74537,central_heat,0.0
74539 central_heat,eGon2035,74539,central_heat,0.0
75 AC,eGon2035,75,AC,0.0
76 AC,eGon2035,76,AC,0.0
77 AC,eGon2035,77,AC,0.0
78 AC,eGon2035,78,AC,0.0
79 AC,eGon2035,79,AC,0.0
8 AC,eGon2035,8,AC,0.0
80 AC,eGon2035,80,AC,0.0
81 AC,eGon2035,81,AC,0.0
82 AC,eGon2035,82,AC,0.0
83 AC,eGon2035,83,AC,0.0
84 AC,eGon2035,84,AC,0.0
85 AC,eGon2035,85,AC,0.0
9 AC,eGon2035,9,AC,0.0
