name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom
20491,29508,28227,AC,19.2272932,5.55922672,4.275212556786704e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.6285140851686023,8.528921967951886,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417157890>,380.0
26045,29530,26843,AC,11.368250999999997,3.2869194399999997,2.527742288088643e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.372223469404758,5.0510640892668075,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BC35150>,380.0
26044,29530,28094,AC,7.336602999999999,2.1212359999999997,1.6312953531855956e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.2396579814124723,3.252153405465081,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BBF8F10>,380.0
20671,29538,28358,AC,3.4635062,1.001408224,7.701135582409973e-07,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.11311543464606943,1.5349738983311525,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417319990>,380.0
20732,29550,28933,AC,19.737891599999998,5.706846839999999,4.3887411419667594e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.6447301198876286,8.748973193551823,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417318AD0>,380.0
21052,29570,29045,AC,44.989408399999995,13.007840799999999,1.0003422693213297e-05,520.0,True,520.0,1554.6888048738242,1.0,40.0,1.4711088393665963,19.96291378888696,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A67E90>,380.0
20706,29582,28825,AC,3.0363709999999995,0.8779086799999999,6.751386890581717e-07,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.09934275165507478,1.3480789006032645,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022418CD1C10>,380.0
20740,29590,29206,AC,0.4238760919999999,0.12255603439999997,9.424930826869806e-08,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.013865593033706882,0.18815578491314125,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F62C150>,380.0
20804,29591,28960,AC,0.7985132279999998,0.230875384,4.4387476599722996e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.013065517236977712,0.17729877438660785,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417151490>,380.0
20741,29592,29186,AC,9.937434719999999,2.87322788,2.209594574792244e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.3252741569406439,4.41396297744685,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A67450>,380.0
25853,29602,27306,AC,7.937509159999999,2.2949780799999995,4.4122843566482e-07,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.12978549068887144,1.7611861830603057,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413AE9C10>,380.0
20840,29604,28938,AC,8.65600024,2.5027263599999996,1.9246628698060944e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.28279256998142654,3.837488800018142,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BD3DF10>,380.0
20819,29607,29163,AC,6.207033999999999,1.79464652,1.38013731232687e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.2028659138701796,2.7528858782725085,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A67510>,380.0
28927,29612,29120,AC,6.915489279999999,1.9994779199999997,1.5376598718836567e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.2259610479201738,3.066286326726976,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F62ED10>,380.0
22458,29615,29590,AC,2.5380610399999997,0.7338350239999999,2.25736033033241e-06,1040.0,True,1040.0,1554.6888048738242,1.0,40.0,0.16623556373719683,2.255812852678884,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241731A610>,380.0
20966,29615,29592,AC,0.562326812,0.16258573599999998,2.813262066481995e-07,780.0,True,780.0,1554.6888048738242,1.0,40.0,0.02757201307181323,0.3741515958640157,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F62C5D0>,380.0
29068,29625,29205,AC,9.869739999999998,2.8536472399999995,5.486359878116344e-07,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.16119432088519464,2.1874033008154794,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A67410>,380.0
21005,29637,29570,AC,1.0622511639999999,0.30713013599999994,5.904814664127424e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.017371897212866565,0.2357362535862249,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241731A810>,380.0
26046,29658,25012,AC,23.250854799999992,6.72255644,5.169844575484764e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.7609769107529513,10.326439525192098,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F66F390>,380.0
26047,29658,28496,AC,10.20154232,2.9495865999999995,2.2683208019390583e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.3334294954128683,4.524630736679612,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417298B10>,380.0
26048,29684,22274,AC,0.22782276799999998,0.06587094799999998,1.139777515927978e-07,780.0,True,780.0,1554.6888048738242,1.0,40.0,0.011162436601842386,0.15147401306652478,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413E39B90>,380.0
26049,29684,27669,AC,2.2675709599999996,0.6556279839999999,1.1344442984764544e-06,780.0,True,780.0,1554.6888048738242,1.0,40.0,0.11132060074671908,1.5106180427756044,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BD3E2D0>,380.0
26051,29689,26727,AC,14.06825664,4.06757472,3.128094262465374e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.459446238905426,6.234675105239969,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BBD7110>,380.0
21252,29693,29407,AC,0.11596691799999997,0.03352968,6.446339019390582e-09,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.0018949539084223861,0.02571448182177883,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241722E190>,380.0
21226,29695,29694,AC,0.9343705239999999,0.27015651599999996,5.193955585180056e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.01525931239556135,0.20706852523668026,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240DF64110>,380.0
20461,29697,27753,AC,3.7474110399999994,1.0834938479999998,2.083097957063712e-07,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.06130289527043776,0.8318789069473816,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240DF64290>,380.0
21245,29697,29694,AC,1.2871512759999997,0.3721563439999999,7.154977614265928e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.02107076901738945,0.2859298605946825,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241BBF8A50>,380.0
21246,29697,29695,AC,1.2753884519999998,0.36875428,7.089589934903048e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.02088508938365779,0.2834101921504814,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240DF641D0>,380.0
26052,29704,26841,AC,11.782837840000001,3.4067858799999997,2.619927864265928e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.384848242813031,5.222381979833015,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A54950>,380.0
21285,29704,27765,AC,5.385614599999999,1.5571518399999997,1.1974999626038782e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.1763981366724188,2.393718738328013,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241730B450>,380.0
26040,29704,29368,AC,0.07303954159999998,0.021118066799999998,1.624035688365651e-08,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.0023855294179112255,0.032371580427128545,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002241730B210>,380.0
21581,29725,29724,AC,1.00951484,0.29188294,5.611660070637119e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.01648926517752125,0.22375895676262972,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417286BD0>,380.0
21981,29775,27796,AC,24.100937599999998,6.968354119999999,5.358869619113573e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.788343969255114,10.697809892165985,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240DF67AD0>,380.0
