name,scn_name,v_nom,type,carrier,x,y,country,control,generator
51910,eGon2035,1,,central_heat,9.132304747,53.90640774,DE,Slack,51910 load shedding
51916,eGon2035,1,,central_heat,10.30488504,53.93669099,DE,Slack,51916 load shedding
51918,eGon2035,1,,central_heat,10.2085637,53.95348221,DE,Slack,51918 central_biomass_CHP_heat
51920,eGon2035,1,,central_heat,9.010847989,53.95102088,DE,Slack,51920 load shedding
51933,eGon2035,1,,central_heat,9.986254127,54.07601087,DE,Slack,51933 central_biomass_CHP_heat
51941,eGon2035,1,,central_heat,8.862016504,54.13845791,DE,Slack,51941 central_biomass_CHP_heat
51954,eGon2035,1,,central_heat,7.887068205,54.18099411,DE,Slack,51954 load shedding
52,eGon2035,380,,AC,11.45101952,53.59220342,DE,PV,52 biomass
52005,eGon2035,1,,central_heat,6.748712548,51.4471716,DE,Slack,52005 central_biomass_CHP_heat
52010,eGon2035,1,,central_heat,6.692942026,51.52034644,DE,Slack,52010 central_biomass_CHP_heat
52012,eGon2035,1,,central_heat,7.187541507,51.53379831,DE,Slack,52012 load shedding
52013,eGon2035,1,,central_heat,13.40018041,52.51059476,DE,Slack,52013 central_biomass_CHP_heat
52014,eGon2035,1,,central_heat,7.071596781,51.55126622,DE,Slack,52014 central_biomass_CHP_heat
52015,eGon2035,1,,central_heat,7.164654214,51.60372206,DE,Slack,52015 load shedding
52016,eGon2035,1,,central_heat,7.242484091,51.48106928,DE,Slack,52016 central_biomass_CHP_heat
52018,eGon2035,1,,central_heat,13.48394383,52.39877333,DE,Slack,52018 central_biomass_CHP_heat
52023,eGon2035,1,,rural_heat,6.490465568,51.5238447,DE,Slack,52023 load shedding
52024,eGon2035,1,,rural_heat,7.284309698,52.4144213,DE,Slack,52024 load shedding
52025,eGon2035,1,,rural_heat,10.86880663,49.43248001,DE,Slack,52025 load shedding
52026,eGon2035,1,,rural_heat,12.48413984,48.82721402,DE,Slack,52026 load shedding
52027,eGon2035,1,,rural_heat,7.936411285,53.47936868,DE,Slack,52027 load shedding
52028,eGon2035,1,,rural_heat,13.41798665,52.52830837,DE,Slack,52028 load shedding
52030,eGon2035,1,,rural_heat,10.61449967,51.33208416,DE,Slack,52030 load shedding
52031,eGon2035,1,,rural_heat,14.54861915,51.1155858,DE,Slack,52031 load shedding
